electricity_use_kbtu,objectid,street_address,property_name,opa_account_num,postal_code,num_of_buildings,year_built,primary_prop_type_epa_calc,total_floor_area_bld_pk_ft2,portfolio_manager_id,natural_gas_use_kbtu,fuel_oil_o2_use_kbtu,steam_use_kbtu,energy_star_score,site_eui_kbtuft2,source_eui_kbtuft2,water_use_all_kgal,total_ghg_emissions_mtco2e,notes
565227.1,3251,6801 NEW STATE RD,NATIONAL GREYHOUND ADOPTION PROGRAM,884351865,19135,1,1956,Other,66786,3686050,706632.6,,,,19,37.7,411.1,100.2,
614892.2,3257,3300 FRANKFORD AVE,Frankford,884202501,19134,1,2007,Self-Storage Facility,63000,3989970,214750.8,,,,13.2,34.2,12.3,79.6,
3056323.6,3309,1020-84 N DELAWARE AVE,1020-1080 N. Delaware Ave.,883365000,19125,3,1905,Other,152784,5895579,3726859.1,,,,44.4,88.4,3260.8,537,
810691.2,3326,335 E PRICE ST,FTPA Storage Germantown LLC,884246030,19144,1,1950,Self-Storage Facility,53021,5029398,1499651.2,,,,43.6,77.7,466.8,169.6,
813476.8,3328,2240 ISLAND AVE,Metro Storage East LLC-IS,884791940,19142,1,1927,Self-Storage Facility,109580,3774014,369835.7,,,,10.8,26.9,21.8,109.9,
1075721,3350,1400-18 E ERIE AVE,Bachmann Industries,884110150,19124,2,1950,Distribution Center,115105,3954287,1205748.6,,,,19.8,40.3,60.2,183.4,
934012.8,3363,2190 HORNIG RD,Finishing Trades Institute,778495000,19116,1,1988,Adult Education,78000,3959886,1926067.1,,,,36.7,63.5,167.5,205.9,
966624.7,3374,2500 S 16TH ST,St. Monica Sr. School,773200000,19145,1,1971,Other - Education,53616,3877243,1303874.5,,,,42.3,82.1,507.5,176.5,
990181.8,3382,200-20 W CHELTEN AVE,Burgess Center,882938075,19141,2,1990,Mixed Use Property,83000,3810865,542581.8,,,,18.5,44.3,2487.1,138.7,
994361.5,3383,3901-39 G ST,3901 G street,884114000,19124,1,1950,Distribution Center,108000,3955149,1341734.9,,,,21.6,42,81.4,181.6,
663292.8,3269,3700 N 20TH ST,Locker Room Self Storage,884069000,19140,1,2007,Self-Storage Facility,95459,3949158,297229.4,,,,10.1,25.1,32.2,89.4,
665340,3270,7133R E ROOSEVELT BLVD,HLK GROUP,882074108,19149,1,1987,Supermarket/Grocery Store,51078,5050240,355000,,,,20,48.2,145.9,92.7,
,4630,5000 FLAT ROCK RD,PaperWorks Industries Inc,884084504,19127,60,1800,Manufacturing/Industrial Plant,53000,3974305,,,,,,,,,
666463.9,3271,7500 STATE RD,Gershel Brothers,884255450,19136,1,1940,Manufacturing/Industrial Plant,102000,3839691,707900.3,,,,13.5,27.8,1079.3,111.5,
682813.5,3275,13451 DAMAR DR,13451 Damar Drive,884244700,19116,1,1996,Non-Refrigerated Warehouse,66600,3965369,261338.7,,,,14.2,36.3,155.5,89.6,
692013.7,3277,101-31 E VENANGO ST,VENANGO 101 ASSOCIATES LLC,884047200,19134,1,1930,Retail Store,86000,4479069,1483520.4,,,,25.3,43.4,118.3,155.6,
697456.8,3278,1300-24 W LEHIGH AVE,1300 W. LEHIGH AVENUE,882962800,19132,2,1964,Office,60000,3569731,189680.9,,,,14.8,39.8,625,87.4,
700278.9,3279,2055 RICHMOND ST,Columbus Blvd. 2055,884105000,19125,1,1970,Non-Refrigerated Warehouse,72000,4124422,666769.4,,,,30.4,64.4,51.9,113.1,
700538.5,3280,775 S CHRISTOPHER COLUMBUS BLVD,Pier 38 South/40 South,884018736,19148,2,1930,Non-Refrigerated Warehouse,720000,3891490,2360769.9,,,,4.3,6.5,3051.3,203.1,
707761.4,3281,2070-80 WHEATSHEAF LN,"Barsky-Fleming Marketing, Inc.",884202100,19124,2,1920,Distribution Center,104000,3830422,767858.4,,,,14.2,29.1,260.3,119.3,
725323,3232,1509 E ERIE AVE,castor,882120009,19124,1,1945,Retail Store,60000,3962326,1862190.2,,,,43.1,70.5,32.9,179.4,
727727.1,3233,1221-25 N BROAD ST,Temple,884571850,19122,1,2007,Self-Storage Facility,56873,3989968,317607.3,,,,18.4,46,9,97.6,
755270.4,3239,5400 EADOM ST,Pride Capital LLC,884212501,191371303,1,1930,Self-Storage Facility,160000,4479932,381920.1,,,,7.1,17.3,48.3,104.1,
766883.8,3240,12656 DUNKS FERRY RD,ST. ANSELM PARISH AND SCHOOL,778144000,19154,4,1963,K-12 School,78110,3767538,2891672.8,,,,46.8,69.7,379.4,238.7,
535826.6,3243,5601-07 TULIP ST,A & R Investment,884177700,19124,1,1920,Manufacturing/Industrial Plant,139329,5945395,400336,,,,6.7,15.1,106.4,80.7,
1142917.6,3446,4000 G ST,PECO G and Luzerne Service Center,777607000,19124,1,1951,Mixed Use Property,22230,1273633,1281755.3,,,,109.1,222,0.2,194.9,
1195113.7,3455,321-23 CHESTNUT ST,National Liberty Museum,771737000,19106,1,1905,Museum,84410,3721208,669145.1,,,,22.1,52.8,241.7,168.1,
1202444.8,3457,3900 N 10TH ST,American Box & Recycling Co.,884822730,19140,2,1913,Distribution Center,211489,3642359,704439.6,,,,9,21.4,438.2,170.8,
1212424.2,3460,1216-18 WALNUT ST,Midtown Associates LP,881011100,19107,1,1922,Multifamily Housing,66377,5010884,2994927.2,,,,63.4,104.7,2747.1,293.6,
1611801.8,3475,11500 E ROOSEVELT BLVD,ROOSEVELT BOULEVARD ASSOC.,884242700,19116,1,1956,Other,298627,3685555,1716248.8,,,,11.1,23,670.2,270,
1614444.4,3476,4015 WALNUT ST,4015 Walnut Street,773579000,19104,1,1925,Non-Refrigerated Warehouse,63316,1799464,2719098.7,,,,68.4,125.2,469.5,323.5,
1623318,3478,100-26 W CHELTEN AVE,Imani Education Charter School,882018040,19144,7,1927,K-12 School,61592,3657578,998376.5,,,,42.6,99.8,1228.4,233.1,
1446301.8,3495,3615-35 CHESTNUT ST,Ralston House,773685500,19104,1,1887,Office,71686,2528934,1261216.6,,,,37.8,81.8,465.5,227.4,
1453322,3496,10102 JAMISON AVE,Rieder House aka Center Park House,886810672,19116,1,1989,Multifamily Housing,58765,5013797,2738298.1,,,,71.3,126.6,3658.9,306.7,
1458609.9,3498,9220-50 GERMANTOWN AVE,"Chestnut Hill College, Sugarloaf Hill",775519500,19118,5,1929,College/University,50171,3778264,1322357.3,,,,55.4,119,446.6,232,
1513692.9,3503,2701-25 E TIOGA ST,2701 E Tioga st,884191590,19134,1,1910,Manufacturing/Industrial Plant,85000,4517968,2375087.4,,,,45.8,85.3,1060.7,294.1,
1522086,3505,2525-45 MASTER ST,Fleet Shop 258 / WHS,782326200,19121,1,1970,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",59962,4830333,3679988.3,,,,86.8,144.1,176.7,364.3,
1541141,3514,8701 TORRESDALE AVE,Wolf Investment Corp. #7,884260000,19136,1,1956,Other,170000,3683713,2185823.3,,,,21.9,42,353.1,287.1,
1737317,3523,2100 KUBACH RD,"fmi direct mail advertising, inc",884233850,19116,1,2000,Mailing Center/Post Office,60000,3975948,1145907.9,,,,48.1,111,230.8,253.6,
1005288.5,3389,2101 W VENANGO ST,Ray Homes,886650801,19140,1,2011,Multifamily Housing,39155,3111183,773912.6,,,,45.4,101.4,1362.3,152.6,
1020916.1,3394,2900-12 N 17TH ST,2900-12 N. 17TH STREET,881427020,19132,1,1926,Residence Hall/Dormitory,60000,3571438,302491.3,,,,22.1,58.7,409.2,129.3,
1221948.8,3402,1701 S 28TH ST,Anthony Wayne Senior Housing,886900850,19145,1,2004,Other - Lodging/Residential,79200,5533978,2053360.4,,,,41.4,75.7,467.8,244.6,
1221957,3403,7520 STATE RD,Northeast Treatment Center,777591500,19136,1,1950,Office,52924,5052903,1343524.4,,,,48.5,99.2,289.9,206.9,
5071815.2,4075,1501 SPRUCE ST,Avenue of the Arts,883423600,19102,1,2002,Parking,243057,3637445,3057992.9,,,,33.4,78.7,2278.5,725,
1354470.5,3423,1700 RITNER ST,St. Monica Church,773143500,19145,4,1971,Worship Facility,76863,3876022,2253677,,,,46.9,86.1,62.4,270,
1293276.3,3434,2050 BYBERRY RD,Ardex Laboratories Inc,884235500,19116,1,1968,Manufacturing/Industrial Plant,75440,3883890,1310097.8,,,,34.5,72.1,1237.9,213,
1307367.9,3440,10901 DUTTON RD,DUTTON ROAD ASSOC.,884282510,19154,1,1975,Other,96000,3707270,1876398.4,,,,33.2,63.3,760,244.7,
1789923.3,3546,8301 TORRESDALE AVE,Wolf Investments Corp. #3,884259500,19136,1,1963,Other,143000,3682801,1449382.7,,,,22.7,49.9,1861.5,275.5,
1825955.7,3551,1515 LOCUST ST,Chelsea Condo,888035710,19102,1,1950,Multifamily Housing,55000,5036358,957095.9,,,,50.6,122.5,527.4,253.4,
1870345.8,3556,760 S 42ND ST,Goodman Hall,881822480,19104,1,1986,College/University,65820,4943439,669157.2,,,,38.6,99.9,1874.8,243,
2100427.2,3606,3480 W SCHOOL HOUSE LN,Philadelphia University (Raven Hill Dorms),775506010,19144,3,1950,College/University,96254,5027213,3735768.6,,,,60.6,109.3,2605,431.4,
2520079,3639,401-11 S BROAD ST,Gershman Hall,771637200,19147,1,1923,College/University,75000,2851911,3365501.7,,,,78.5,152.6,1197.1,458.3,
2618550,3647,330 OREGON AVE,Burlington Coat Factory,882087505,19148,1,1982,Other - Mall,80000,5053754,347146,,,,37.1,107.3,317.5,308.9,
2642767,3649,1500-02 PINE ST,Pine Residence Hall,881529980,19102,1,1920,Residence Hall/Dormitory,53577,2858164,917461.6,,,,66.5,172.9,3840.8,341.9,
2691428.6,3653,3265 S 61ST ST,"3265 S 61ST ST ""Jerry's Corner""",882089000,19153,1,1955,Other - Mall,55200,3957443,1051071.5,,,,67.8,173.1,1207.4,354.4,
2701192.7,3658,2100-02 WALNUT ST,Embassy Apartments,881028300,19103,1,1947,Multifamily Housing,180000,5019007,12323544.1,,,,83.5,119,4607.6,954.2,
2549694.5,3662,2801 RED LION RD,2801 RED LION ROAD,884288600,19114,1,1969,Non-Refrigerated Warehouse,180271,3577011,6031778.1,,,,47.6,79.5,89.8,603.2,
2585613.6,3669,6050 OVERBROOK AVE,Overbrook Campus,881125675,19131,5,1891,College/University,84311,5027052,1640573.9,,,,50.1,116.7,3534.5,374,
2605030.6,3673,9801 FRANKFORD AVE,Stevenson Lane Residence,778503000,19114-2009,1,2009,College/University,67430,3637470,404716.7,,,,44.6,127.6,1805.6,310.5,
2306802.4,3587,4300 MONUMENT RD,Methodist Home for Children,881445900,19131,9,1900,Mixed Use Property,114073,3989764,3905043.5,,,,54.5,99.4,5144.7,463.3,
1915041,3533,1771 TOMLINSON RD,ROOSEVELT BOULEVARD ASSOC.,884232400,19116,1,1970,Other,207000,3685736,2322209.5,,,,20.5,40.8,454.6,335.8,
2971169.6,3753,4116-18 CHESTER AVE,4100 Chester / 4101 Woodland Avenue,883080550,19104,1,1920,Office,55000,3682419,883840.4,,,,70.1,186.5,482.2,376.5,
6008470.6,3759,1220-46 N BROAD ST,Apartments @ 1220,881146000,19121,1,1950,Multifamily Housing,252811,4938139,28024734.8,,,,134.6,191,12228.8,2155.1,
6430968.3,3766,33 N BROAD ST,Masonic Temple,771032200,19107,1,1868,Mixed Use Property,97529,3980474,9414875,,,,162.5,308.4,1075.7,1213.5,
6553029.2,3770,730 S 43RD ST,Science and Technology Center (STC),773503005,19104,1,2007,College/University,78000,3696770,14483.1,,,,84.2,264,1923.2,727.7,
6035510.7,3778,5307-21 JEFFERSON ST,Overbrook Shop,875102985,19131,1,1994,Other - Public Services,200000,3694574,9008690,,,,75.2,142.1,248.4,1148,
6057047.2,3780,2701 N BROAD ST,2701 N. BROAD STREET,883361500,19132,1,1923,Mixed Use Property,200000,3569946,4705.4,,,,30.3,95.1,949.1,672.2,
6178217.6,3787,1427-33 VINE ST,DUMed-1427 Vine Street Building,772028000,19102,1,1940,College/University,77304,3885150,1199749.7,,,,95.4,267.2,2119.7,749.1,
6329676.3,3791,2198 HORNIG RD,PAID Hornig Rd,883095100,19116,1,1980,Manufacturing/Industrial Plant,55000,5045083,983822.6,,,,133,380.1,901.1,754.4,
3228907,3796,1030-38 RACE ST,Stephen Pang,883430000,19107,1,1985,Parking,108108,3883003,3089400.9,,,,58.4,123.8,2848,522.3,
3260759.3,3797,8803-35 TORRESDALE AVE,TORRESDALE PLAZA LP,884260502,19136,1,1969,Other,182000,3686205,880320.6,,,,22.8,61.3,1033.7,408.5,
3356450.9,3802,7777 BREWSTER AVE,7777 Brewster Avenue,884165500,19153,2,1978,Non-Refrigerated Warehouse,107076,4096814,2153956.8,,,,51.5,119.5,446.3,486.7,
3360550.5,3804,2900 GRANT AVE,S. Walter Packaging,884224500,19114,1,1965,Manufacturing/Industrial Plant,135000,3954376,1794664.7,,,,38.2,92.1,455.5,468.1,
5793569.2,3808,1610-18 LOCUST ST,Lenfest Hall,881030550,19103,1,2011,College/University,94747,3772776,3569956.6,,,,98.8,231.6,2581.8,832.3,
5817009.6,3811,1400 S CHRISTOPHER COLUMBUS BLVD,RIVERVIEW PLAZA 17,882055250,19147,1,1991,Movie Theater,77700,4508016,897599.9,,,,86.4,247.2,1662,693,
5851597.1,3813,320 S BROAD ST,Hamilton/Furness,772508001,19102,7,1876,Mixed Use Property,116264,3117089,7074501,,,,111.2,221.9,4605.9,1024.9,
3807082.3,3818,1605-27 SANSOM ST,The Sansom,881547010,19103,1,2013,Multifamily Housing,85032,4975230,0,,,,44.8,140.6,3016.7,422.3,
2411221.2,3683,3501 ISLAND AVE,3501 ISLAND AVE ACQUISITION LLC,884171485,19153,1,1987,Distribution Center,84471,5052885,955315.9,,,,39.9,101.5,197.9,318.2,
2419257.8,3685,9990 VERREE RD,Allegheny Valley School,881449000,19115,1,1970,Other - Education,60000,5096479,3979678.5,,,,106.6,196.3,3397.5,479.8,
2434120.8,3687,4140-48 WOODLAND AVE,4140 Woodland,773499500,19104,1,1920,College/University,70000,3696900,369710.8,,,,40.1,114.7,276.7,289.7,
2468801.7,3692,3605 GRAYS FERRY AVE,Waste Management of PA - PTS,884123105,19146-2703,4,1984,Manufacturing/Industrial Plant,80785,3790242,813480.5,,,,40.6,106.5,587.6,317.1,
2978301.4,3703,2095 E WILLARD ST,Richmond Mills LP: 2095,884843600,19134,1,1905,Other,77930,3950672,15718475.7,,,,239.9,331.8,3232.3,1165.3,
3091272,3708,11500 E ROOSEVELT BLVD,Metals USA,884242000,19116,1,1966,Manufacturing/Industrial Plant,85000,3916373,152361,,,,38.2,116.1,177.3,351,
2721564.1,3719,7400 HOLSTEIN AVE,7400 Holstein Ave.,884167024,19153,1,2003,Other,52800,3989162,1228821.5,,,,74.8,186.3,172.4,367.2,
2775185.3,3726,9801 FRANKFORD AVE,Holy Family Hall,778503000,19114-2009,1,1954,College/University,70224,3636946,858556.8,,,,51.7,136.9,463.8,353.5,
2838791.5,3735,1300-38 BELMONT AVE,Devon/Belmont LLC,884220000,19104,1,1950,Self-Storage Facility,150000,4096072,1478074.3,,,,28.8,69.8,31.8,393.4,
3501220.4,3842,2101 W CLARKSON AVE,La Salle #3 (Connelly Library),776506000,19144,1,1988,Library,104498,3893238,1556462,,,,48.4,120.8,496.2,471.1,
3554433.9,3849,3301-59 N 15TH ST,ONTARIO WEST PKG GAR,777574550,19140,1,2000,Parking,482000,5036991,663634.3,,,,8.8,24.6,90.8,429.5,
3612594.9,3855,9903 BUSTLETON AVE,Sloane Honda,882174600,19115,3,1957,Parking,63546,3859682,3575729.2,,,,113.1,237.6,1266.7,590.7,
4302474,3897,186 BETHLEHEM PIKE,Fairview Care Center,881435900,19118,1,1930,Senior Care Community,69888,3874380,4373631.1,,,,124.1,259,9527.1,709.6,
3976832.7,3910,7425 STATE RD,ez storage,884256025,19136,5,2006,Self-Storage Facility,85350,3673605,91555.4,,,,47.7,147.4,426.5,446,
4050869.7,3920,12-20 S 23RD ST,12 SOUTH 23RD STREET,883426600,19103,1,1981,Parking,62416,4020021,2992018,,,,112.8,254.1,770.9,608.3,
4081059.1,3922,301-31 E CHELTEN AVE,301 E. CHELTEN AVENUE,883550200,19144,1,1930,Mixed Use Property,85000,3569461,582387.4,,,,54.9,158,753.5,483.6,
4125479.9,3927,329-35 S BROAD ST,Anderson Hall,771500000,19102,1,1916,College/University,138123,2858208,2025106.1,,,,44.5,109.2,586.2,565.2,
4145890.5,3929,1419-27 ARCH ST,1425 Arch Street,885876140,19103,1,1909,Office,31582,5904300,158927.4,,,,47.8,146.4,941.8,468.3,
4991431.9,3934,7600 E ROOSEVELT BLVD,Valmont Towers Condo Assn.,888560998,19152,1,1974,Multifamily Housing,85480,4923937,1088139.4,,,,71.1,196.7,4026.6,611.5,
5066990.6,3939,1920-34 RACE ST,Moore College of Art and Design Peter Hall,772521000,19103,2,1957,College/University,110000,3820168,1528786.3,,,,60,60.7,2431.2,81.2,
5155624.1,3946,1100 WELSH RD,Chapel Manor,881435400,19115,1,1973,Other,54819,3964499,4364551.2,,,,173.7,346.9,8866.3,754.1,
4585830.4,3948,250 S BROAD ST,Merriam Theater,772505500,19102,1,1918,College/University,77964,2858581,2623154.7,,,,92.5,220,4213.5,648,
4587642.1,3949,2112-50 N BROAD ST,JAMES S. WHITE HALL,881299170,19122,1,2000,Other,145419,5032265,2823912,,,,51,119.4,6471.8,658.9,
4614388.8,3951,110-16 S 16TH ST,The Point at Rittenhouse Row,881547025,19103,1,1910,Multifamily Housing,90939,4975231,1363398.9,,,,65.7,175.1,4691.2,584.3,
4616374.6,3952,2900A S 20TH ST,The Kinderman Family LP,884095070,19145,1,1940,Manufacturing/Industrial Plant,234365,4096807,699930.6,,,,22.7,65,2670.9,549.3,
4684539.5,3956,2800 W CHELTENHAM AVE,Everett Richardson,775107300,19150,1,2006,Worship Facility,125000,3637455,3305572.5,,,,63.9,145.4,848.3,695.2,
4867279.4,3971,1420-34 PINE ST,Peirce College,772513020,19102,1,1898,College/University,94151,3634201,1615167.3,,,,68.9,180.3,791.7,625.7,
4897294.8,3973,9901 BLUE GRASS RD,"KRG Enterprises, Inc.",884274000,19114,1,1965,Manufacturing/Industrial Plant,216000,3862942,3808020.9,,,,40.3,89.7,405.4,745.5,
3726354.4,3865,3201-21 ARCH ST,81-3201 Arch Street,774513500,19104,1,1920,College/University,72479,3762582,633938.4,,,,60.2,170.6,893.2,447,
3776254.9,3870,12 COBBS CREEK PKWY,Cobbs Creek Rec Center & Ice Rink,783097300,19139,1,1904,Ice/Curling Rink,66000,5030078,958161,,,,71.7,194.9,535.8,469.8,
4246114.6,3876,118-26 N BROAD ST,Historic Landmark Building,772724000,19102,1,1865,Museum,71000,3690846,3042820.1,,,,102.7,232.8,1491,632.6,
4437302.6,3880,401-21 E HUNTING PARK AVE,401-425 E Hunting Park Ave,884184000,19124,1,1978,Manufacturing/Industrial Plant,112000,3697969,18825449.7,,,,207.7,300.9,1198.7,1492.1,
4513171.8,3889,561 FAIRTHORNE ST,Fairmont Hospital,881436400,19128,1,1997,Other - Specialty Hospital,89344,3774255,2576584.1,,,,79.4,188.9,6668.2,637.5,
4533725.7,3890,2006-50 W OLNEY AVE,La Salle #2 (Katherine's and B&G),881450990,19141,2,1983,Residence Hall/Dormitory,80106,3893215,5013916,,,,119.2,243.4,3450,769.2,
4555422.6,3893,2230 COTTMAN AVE,NE Reg Library/ Health Center #10,786082700,19149,2,1963,Library,58009,4830372,4259743.3,,,,152,323.7,15002.2,731.6,
3820075.2,3822,10080 SANDMEYER LN,#61 Philadelphia,884237607,19116,1,1984,Manufacturing/Industrial Plant,57471,3507914,23206500.2,,,,470.3,632.7,17988,1656.4,
3829608.3,3824,1200 E ERIE AVE,1200 E. Erie Avenue,884110000,19124,1,1925,Mixed Use Property,150000,4082877,2675699,,,,43.4,98.9,1018.9,566.9,
3857552.6,3825,201 S 13TH ST,Walnut Square Partners,881011501,19107,1,1902,Multifamily Housing,101655,5025431,1070909,,,,48.5,130.2,4819.4,484.8,
3930200.9,3829,1224-34 SPRUCE ST,Spruce Residence Hall,881505710,19107,1,1922,Residence Hall/Dormitory,79412,2849421,1297146,,,,65.8,172.6,8046.3,504.9,
3952041.1,3832,1700-22 N BROAD ST,1700 N. BROAD,777505000,19121,1,2000,College/University,84360,4475654,46978.2,,,,81.3,184.6,1010.8,609,
3468171.8,3838,9801 FRANKFORD AVE,Campus Center,778503000,19114-2009,1,1988,College/University,89596,3637394,3317501.6,,,,75.7,160.4,1119.2,560.9,
5298153.6,4035,4901 WOODLAND AVE,Woodland Shop,875105490,19143,1,1985,Other - Public Services,262000,3694564,12901847.3,,,,69.5,115.2,966.5,1273,
5312603.4,4037,219-25 N BROAD ST,DUMed-219 North Broad St,771004500,19102,1,1955,College/University,88962,3885158,320088.8,,,,63.3,191.3,1465.9,606.3,
5362469.8,4040,1710-50 N 15TH ST,ECEC,777573005,19122,1,2000,College/University,58020,3966438,12952.6,,,,186.7,389.4,38.9,902.4,
152944.9,4044,2319-31 GREEN ST,St. Francis Xavier Church,772147500,19130,3,1906,Worship Facility,57540,3751922,1293974.9,,,,25.1,32,54.2,85.7,
2782254,4059,3464 W SCHOOL HOUSE LN,Philadelphia University (Ronson Dorms),881451110,19144,1,1950,College/University,67370,5027215,682187.4,,,,51.4,140.3,4855,344.9,
2887667.4,4060,100 E HUNTING PARK AVE,Fleet Shop 134,882021300,19124,1,1968,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",59962,4830331,6726671.6,,,,160.3,269,383.5,677.6,
3431656.5,4061,2950 KIRKBRIDE ST,RICHMOND WATERFRONT INDUSTRIAL PARK,884209570,19137,1,1963,Other,256000,3776486,1577308.3,,,,19.6,48.6,473.7,464.5,
6243728,4062,7406 GERMANTOWN AVE,New Covenant Church of Philadelphia,775165500,19119,13,1893,Mixed Use Property,331000,3912172,23024419.7,,,,88.4,132.3,8498.7,1915.6,
5037988.6,4074,8350 EXECUTIVE AVE,8350 Executive Drive Associates,884170400,19153-3877,1,1998,Food Service,67050,4580141,1981709.1,,,,104.7,267,410.7,664.1,
7137409.3,4082,1000-52 FRANKFORD AVE,AJAX Building,882017845,19125,1,1960,Bar/Nightclub,131152,6374536,7846662.5,,,,114.2,233.7,281758.6,1208.5,
2325040.5,4084,1200 INTREPID AVE,L02504 - 1200 Intrepid Ave,883813500,19112,1,2015,Office,96847,4489731,212583.4,,,,26.2,77.7,147.6,269.2,
6558747.7,4089,701-15 N BROAD ST,Salvation Army Divisional Headquarters,771065001,19123,3,1970,Mixed Use Property,97500,3881229,1861984.8,,,,86.4,231.3,1006.1,826.5,
51797606.1,4091,1415 FAIRMOUNT AVE,JBJ Soul Homes (Fairmount Gardens),886806600,19130,1,2013,Multifamily Housing,75000,3968965,2065710.6,,,,718.2,2197.5,2296.8,5855.7,
1419915.4,3492,400 RANSTEAD ST,Bourse Garage,883409600,19106,1,1989,Parking,192322,3857948,,,,,71,222.9,395.7,157.5,
1226592.8,4092,1315 W HUNTING PARK AVE,Sacred Heart Home,,19140,1,1953,Other,57600,3958716,1851755.2,,,,53.4,100.6,1534.9,234.4,
11572777.2,4096,1338-48 CHESTNUT ST,435110 - Avenue of the Arts (The Griffin) (Whole Building Data),881302200,19107,1,2016,Multifamily Housing,235115,5840155,1330302.2,,,,54.9,160.5,7242.5,1354.4,
9266425.6,4099,1430 WALNUT ST,1430 Walnut Street,882037110,19102,1,2015,Mixed Use Property,61432,6313492,7596783.7,,,,274.5,603.5,4663.4,1431.4,
33199203.6,4103,1924 W OLNEY AVE,La Salle #4,776515000,19144,16,1899,College/University,757521,3893235,44365896.6,,,,103.7,201.7,16210.5,6039.3,
14087970.6,4107,5201 OLD YORK RD,Logan Plaza,"883084801; 883084802; 883084803; 883084803; 883084805",19141,6,1974,Mixed Use Property,275000,3776480,1644701.3,,,,57.2,167.1,11933.2,1650.1,
7120226.4,4108,1520 GRANT AVE,Northeast Racquet Club - NERC,882069300,19115,2,1973,Fitness Center/Health Club/Gym,117000,3669125,3463540.5,,,,90.5,222.2,16.6,973.8,
4923761.7,3976,4700 JEFFERSON ST,287-West Philadelphia,884897402,19131,1,2009,Manufacturing/Industrial Plant,57471,3501878,25200600.1,,,,524.2,729.4,16534,1884.7,
4945967,3979,6300 GREENE ST,Wesley Enhanced Living At Stapeley,881436600,19144,2,1909,Residential Care Facility,176920,5020503,18362779.2,,,,131.7,196.8,3431.2,1524,
4956595.3,3981,4201-47 WOODLAND AVE,Griffith Hall,773500500,19104,1,1928,College/University,113332,3696901,23094294,,,,247.5,351.3,2036.9,1776.5,
5510997.6,3991,7800 HOLSTEIN AVE,Ottens Flavors,884167800,19153,1,1999,Manufacturing/Industrial Plant,90000,3790243,6892019.1,,,,137.8,272.7,4165.3,977.4,
6907269.9,4003,8900 E ROOSEVELT BLVD,Robert Saligman Apts_Saligman North fka Holiday House,886668100,19115,1,1978,Multifamily Housing,201661,5014034,4081497.5,,,,54.6,128.9,7434.1,984.2,
5581523.6,4009,2828 CHARTER RD,2828 Charter Rd.,884290500,19154,1,1957,Mixed Use Property,276000,3620094,8533536.7,,,,51.1,96,569.2,1072.4,
333963.6,3163,1708-16 CHANCELLOR ST,Penn Warwick Garage,883421000,19103,1,1930,Parking,54000,6020486,,,,,6.2,19.4,69.7,37,
5730071.9,4016,700 PACKER AVE,700 PACKER AVENUE,884142500,19148,1,1964,Mixed Use Property,125000,3569510,417605.2,,,,49.2,147.4,504.6,657.8,
5744562.6,4017,2140 COTTAGE LN,La Salle #5 (Hayman/Gola),881451012,19144,1,1972,Stadium (Closed),94000,3893230,10093760.9,,,,168.5,304.6,1471.5,1173.4,
5162629,4021,1330-36 CHESTNUT ST,"Treeco Manor, LP",882497400,19107,1,1930,Other - Mall,81423,5027418,1538758.3,,,,82.3,218.9,620,654.4,
5223410.3,4027,2751 SOUTHAMPTON RD,Computer Components Corp,884291500,19154,1,1980,Manufacturing/Industrial Plant,73515,3790606,10086461.6,,,,208.3,367.2,1618.2,1115.2,
10958218,4131,7700 DUNGAN RD,Dungan Facility,884221500,19111,1,1960,Manufacturing/Industrial Plant,185000,3667834,9144991.5,,,,108.7,237.9,1872.4,1701.3,
67125026.6,4146,819-41 CHESTNUT ST,833 Chestnut,883313600,19107,1,1926,Office,757706,3122487,20802362.9,,,,116,307,14381.5,8551.2,
13326289.3,4188,9001 TORRESDALE AVE,Lannett Company Inc,884260600,19136,1,2004,Manufacturing/Industrial Plant,63000,6385956,4123288.8,,,,277,732.9,628.4,1697.3,
29783385.5,4192,625-35 E WISTER ST,La Salle #6,776008010,19144,9,1904,Mixed Use Property,284736,3893226,42348908.4,,,,194,371.2,4352.7,5553.3,
30614814.9,4197,3300 HENRY AVE,Falls Center,881136900,19129,6,1920,Other,670471,5907418,6297945.4,,,,55.1,153.2,7805.9,3730.6,
30781194.2,4198,2900 W QUEEN LN,DUMed-Queen Lane Campus,774010200,19129,1,1988,College/University,262839,3885006,25402003.7,,,,213.8,469.2,9918.4,4763.8,
1466402.5,4202,4520-40 WORTH ST,Globe Development group,884090500,19124,1,1890,Other,129025,3876056,2127229,,,,27.9,53,163.8,275.7,
1054316.5,4205,5691 RISING SUN AVE,jerusalem,882021110,19120,1,1950,Retail Store,90000,6423243,985533.1,,,,22.7,48.3,4919.7,169.3,
32788432.9,4229,1625 CHESTNUT ST,The Shops at Liberty Place,882862100,19103,1,1990,Enclosed Mall,144660,3681741,690703.3,,,,231.6,716.9,10982.9,3675.6,
11416756.7,4230,2815 GRAYS FERRY AVE,Pathmark Store 6532,882051606,19146,1,1988,Supermarket/Grocery Store,83305,3698642,19621326.8,,,,372.6,677.6,18967.6,2308.7,
2816465.4,4234,314-22 N 13TH ST,U-Haul Moving and Storage of Philadelphia,884033000,19107,1,1910,Self-Storage Facility,97540,4590383,2134582.2,,,,50.8,113.6,164.3,425.8,
