parcelId,BuildingType,PrimaryPropertyType,LargestPropertyUseType,YearBuilt,NumberofBuildings,NumberofFloors,SourceEUI,PropertyGFATotal,ENERGYSTARScore,SiteEnergyUse,Building Description,Building Gross Sq Ft,Building Net Sq Ft,Building Number,Building Quality,Construction Class,Eff. Year,Elevators,Heating System,Number Of Buildings Aggregated,Percentage Complete,Predominant Use,Shape,Sprinklers,Stories,Year Built
5364200005,NonResidential,Worship Facility,Worship Facility,1954,1,2,16.39999962,20039,100,104722.2969,CHURCH,20039,20039,1,AVERAGE,MASONRY,1990,,HOT WATER,1,100,CHURCH (309),Rect or Slight Irreg,No,2,1954
5364200330,SPS-District K-12,K-12 School,K-12 School,1928,1,2,63.79999924,54943,94,2155390.25,SCHOOL,42230,42230,1,AVERAGE,REINFORCED CONCRETE,1975,,HOT WATER,1,100,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,Yes,2,1941
5367200820,NonResidential,Warehouse,Non-Refrigerated Warehouse,1960,1,1,82,44476,33,1368120.5,WHSE,44476,44476,1,AVERAGE,MASONRY,1970,,SPACE HEATERS,1,100,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,No,1,1960
5367201500,NonResidential,Small- and Mid-Sized Office,Office,1969,1,1,108.3000031,35017,66,1295485.25,OFFICE & WAREHOUSE,23680,23680,1,AVERAGE,MASONRY,1995,,SPACE HEATERS,1,100,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,1,1969
8823902825,NonResidential,Residence Hall,Residence Hall/Dormitory,1950,1,3,111,29084,66,1632498.625,SORORITY,29084,29084,1,AVERAGE,WOOD FRAME,1990,,HOT WATER,1,100,FRATERNITY HOUSE (324),Rect or Slight Irreg,No,3,1950
8816400265,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,1923,1,7,71.90000153,100234,91,5089903,WILSONIAN APTS - BLDG #1,100234,68649,1,AVERAGE/GOOD,REINFORCED CONCRETE,1996,Yes,HOT WATER,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,7,1923
8842400090,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,2009,1,3,80.5,37361,61,1416470.25,41 UNITS IN 4 Buildings,37361,32422,1,AVERAGE,WOOD FRAME,2009,,ELECTRIC,4,100,APARTMENT (300),Rect or Slight Irreg,Yes,3,2009
8847600000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1992,1,4,115,35655,29,1394408.25,THE UPTOWN CONDOMINIUM,51072,5516,1,GOOD,REINFORCED CONCRETE,1992,Yes,FORCED AIR UNIT,1,100,MIXED USE-OFFICE CONDO (847),Rect or Slight Irreg,Yes,4,1992
8847700000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1900,1,3,115.3000031,48441,,2003447.625,Mixed Use Museum with Apartments,48441,42356,1,AVERAGE/GOOD,MASONRY,1990,,HOT WATER,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Very Irreg,Yes,3,1900
8849050000,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,2000,1,5,225.1000061,294707,69,19234064,Uwajimaya Village,294707,199693,1,AVERAGE,WOOD FRAME,2003,Yes,COMPLETE HVAC,1,100,MIXED RETAIL W/RES. UNITS (459),Very Irreg,Yes,6,2003
8892300000,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,2008,1,6,96.19999695,103931,84,2845428.5,VEER LOFTS - RETAIL UNIT,1509,1509,1,GOOD,REINFORCED CONCRETE,2009,Yes,COMPLETE HVAC,1,100,"CONDO, RETAIL (846)",Rect or Slight Irreg,Yes,1,2009
8894400000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1999,1,3,80.09999847,36115,,768325.6875,,,,,,,,,,,,,,,,
9831200640,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,2003,1,4,103.5999985,88426,55,2645481.25,Mixed Use Residential & Office/Retail,88426,53877,1,AVERAGE/GOOD,STRUCTURAL STEEL,2016,Yes,ELECTRIC,1,100,MIXED RETAIL W/RES. UNITS (459),Very Irreg,Yes,4,2002
3880400005,Multifamily HR (10+),Senior Care Community,Senior Care Community,1960,1,10,145.3999939,241387,46,9161371,Retirement Community,189917,189917,1,AVERAGE,REINFORCED CONCRETE,1995,Yes,HOT WATER,1,100,MULTIPLE RESIDENCE (SENIOR CITIZEN) (451),Rect or Slight Irreg,Yes,10,1960
3881900570,NonResidential,Worship Facility,Worship Facility,1963,1,2,32.79999924,22952,98,470666.6875,CHURCH,22952,22952,1,AVERAGE/GOOD,WOOD FRAME,1984,,HEAT PUMP,1,100,CHURCH (309),Rect or Slight Irreg,No,2,1963
3902100225,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,2001,1,6,84,108066,,2022990.625,MIXED USE APT/RETAIL,108066,65593,1,AVERAGE/GOOD,WOOD FRAME,2011,Yes,COMPLETE HVAC,1,100,MIXED RETAIL W/RES. UNITS (459),Very Irreg,Yes,6,2001
3902100255,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1967,1,4,78.69999695,26528,,664913.875,CONTINENTAL APTS,29259,22549,1,AVERAGE,WOOD FRAME,1992,Yes,HOT WATER-RADIANT,1,100,APARTMENT (300),Long Rect or Irreg,No,4,1967
6093100000,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,1969,1,7,123.4000015,29618,57,1164052.75,,,,,,,,,,,,,,,,
6093190000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1969,1,4,66,20851,92,515571.0938,,,,,,,,,,,,,,,,
6094190000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1990,1,4,83.90000153,36792,65,1285646.75,,,,,,,,,,,,,,,,
6094200000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1983,1,3,73.19999695,23512,84,667871.125,,,,,,,,,,,,,,,,
6094250000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,2004,1,3,80.59999847,49518,42,1817513,,,,,,,,,,,,,,,,
6094680000,Multifamily HR (10+),Hotel,Hotel,2008,1,20,279.6000061,326516,3,59107620,,,,,,,,,,,,,,,,
6096000215,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,1963,1,7,75.5,28277,94,678663.3125,FIFTH AVE APTS,33277,21910,1,AVERAGE,WOOD FRAME,1990,Yes,HOT WATER-RADIANT,1,100,APARTMENT (300),Rect or Slight Irreg,No,7,1963
6096000220,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1958,1,4,61.70000076,21602,95,572654.3125,TOWNE VUE MANOR,21602,16385,1,AVERAGE,WOOD FRAME,1988,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,No,4,1958
6096500085,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1988,1,3,66.19999695,65689,73,1384693.5,CROSSPOINTE VISTA,65689,40019,1,AVERAGE,WOOD FRAME,2001,Yes,ELECTRIC WALL,3,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,3,1988
6105800000,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,2007,1,6,85.40000153,109222,87,3151107.75,,,,,,,,,,,,,,,,
6126600815,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1957,2,2,81.80000305,21596,77,562495.8125,THUNDERBIRD APTS,21596,17610,1,AVERAGE,WOOD FRAME,1989,No,ELECTRIC,2,100,MULTIPLE RESIDENCE (LOW RISE) (352),Long Rect or Irreg,No,2,1957
5367201635,NonResidential,Warehouse,Non-Refrigerated Warehouse,1976,1,1,56.09999847,21040,43,592088.125,WAREHOUSE,21040,21040,1,AVERAGE,MASONRY,1980,,SPACE HEATERS,1,100,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,No,1,1976
5367201865,NonResidential,Warehouse,Non-Refrigerated Warehouse,1951,1,2,81.80000305,28032,52,1321065,OFFICE WAREHOUSE,27140,26642,1,AVERAGE,MASONRY,1980,,SPACE HEATERS,1,100,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,Yes,2,1951
5367204010,NonResidential,Distribution Center,Distribution Center,1974,1,1,38,25620,82,550324.1875,OFFICE - WHSE,25620,25620,1,LOW/AVERAGE,PREFAB STEEL,1975,,SPACE HEATERS,1,100,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,1,1974
5391600310,NonResidential,Warehouse,Non-Refrigerated Warehouse,1992,1,3,154.1999969,33238,14,1632472,INDUSTRIAL BLDG,33238,33238,1,GOOD/EXCELLENT,REINFORCED CONCRETE,1995,,WARMED AND COOLED AIR,1,100,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,Yes,3,1992
5392100010,NonResidential,K-12 School,K-12 School,1912,1,4,211.3999939,27800,8,1181428.75,OFFICE BUILDING,27800,26400,1,GOOD,MASONRY,2000,Yes,COMPLETE HVAC,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,4,1912
5530300000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,2002,1,4,69.69999695,26255,,713821.875,commercial unit,3402,3402,1,AVERAGE,WOOD FRAME,2003,,ELECTRIC,1,100,"CONDO, RETAIL (846)",Very Irreg,Yes,1,2003
5530510000,NonResidential,Large Office,Office,2000,1,6,182.8000031,706176,82,13270687,,,,,,,,,,,,,,,,
5532000000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1999,1,3,82.30000305,21158,,462465.5,,,,,,,,,,,,,,,,
5569660000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1913,1,4,141.3000031,26355,1,1829122.375,Monique Lofts Condomium,2656,2656,1,AVERAGE/GOOD,REINFORCED CONCRETE,1995,,FORCED AIR UNIT,1,100,"CONDO, RETAIL (846)",Rect or Slight Irreg,Yes,1,1913
5607950000,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,1998,1,7,117.5,74162,,2646523.5,4 COMMERCIAL UNITS,1826,1826,1,GOOD,WOOD FRAME,1999,Yes,COMPLETE HVAC,1,100,MIXED USE-OFFICE CONDO (847),Very Irreg,Yes,1,1999
5637500005,NonResidential,Supermarket / Grocery Store,Supermarket/Grocery Store,1998,1,1,651.2999878,33706,22,8687690,THRIFTWAY SUPER MARKET,33706,32239,1,AVERAGE/GOOD,MASONRY,2000,,PACKAGE UNIT,1,100,MARKET (340),Rect or Slight Irreg,Yes,1,1998
5649600035,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1963,1,3,118.9000015,27984,25,1059605.625,APTS-37 UNITS,27984,27024,1,AVERAGE/GOOD,WOOD FRAME,1994,No,ELECTRIC WALL,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,1963
7443001620,NonResidential,Mixed Use Property,Non-Refrigerated Warehouse,1961,1,2,86.90000153,37600,,2171751.5,WHSE & OFFICES,37909,37909,1,AVERAGE,WOOD FRAME,1982,,FORCED AIR UNIT,1,100,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,No,2,1961
7449000010,Multifamily HR (10+),High-Rise Multifamily,Multifamily Housing,1969,1,10,115.3000031,139127,68,5106786.5,DENNY TERRACE,139127,121212,1,GOOD,MASONRY,2001,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Very Irreg,Yes,10,1969
7449000105,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1965,1,4,82,26153,80,593543.3125,THE ILIAD,26153,19320,1,AVERAGE,WOOD FRAME,1990,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Long Rect or Irreg,No,4,1965
7449500005,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,1924,1,7,117.3000031,95611,50,8058913.5,THE BILTMORE APARTMENTS,95611,74557,1,AVERAGE/GOOD,REINFORCED CONCRETE,1996,Yes,HOT WATER,1,100,APARTMENT (300),Very Irreg,Yes,7,1924
7449500025,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,1928,1,5,96.40000153,32980,72,1383204.25,FANEUIL HALL,32980,25720,1,AVERAGE,REINFORCED CONCRETE,1995,No,HOT WATER,2,100,APARTMENT (300),Very Irreg,No,5,1928
7457200000,Multifamily HR (10+),High-Rise Multifamily,Multifamily Housing,1973,1,26,96.19999695,187080,86,6454820,128 RES UN; 4 COML UN; 61 PKG; 134 STG,186545,130604,1,GOOD,REINFORCED CONCRETE,1985,Yes,ELECTRIC,1,100,MIXED USE-RETAIL CONDO (848),Rect or Slight Irreg,Yes,26,1973
7458000000,Multifamily HR (10+),High-Rise Multifamily,Multifamily Housing,1970,1,21,89.90000153,94000,,5143676.5,65 RES UNITS+1 COM'L UNIT+1 MNGR,2690,2690,1,GOOD,REINFORCED CONCRETE,1990,Yes,ELECTRIC,1,100,"CONDO, RETAIL (846)",Approx Square,Yes,21,1970
7458500000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1974,1,3,93.40000153,35333,61,919909.6875,,,,,,,,,,,,,,,,
7459880000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,2004,1,4,93.30000305,39331,52,1326764.25,ROYCROFT CONDOMINIUM,67134,2908,1,GOOD,REINFORCED CONCRETE,2004,Yes,FORCED AIR UNIT,1,100,"CONDO, RETAIL (846)",Rect or Slight Irreg,Yes,4,2004
7459970000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,2008,1,4,70.90000153,57486,93,1297633.75,Commercial Condo units C-1 > C-6,7541,7541,1,AVERAGE/GOOD,STRUCTURAL STEEL,2008,Yes,COMPLETE HVAC,1,100,"CONDO, RETAIL (846)",Approx Square,Yes,1,2008
7474900060,SPS-District K-12,K-12 School,K-12 School,1954,1,1,86.90000153,42128,93,1709307.5,CLASSROOMS & GYMNASIUM,17853,17853,1,AVERAGE/GOOD,MASONRY,1985,,HOT WATER,1,100,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,Yes,1,1954
4387800000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1982,1,4,80.80000305,77966,85,2993032.25,,,,,,,,,,,,,,,,
4395400000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1965,1,3,107.0999985,28944,39,864751.8125,,,,,,,,,,,,,,,,
4397500000,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,1904,1,5,67.30000305,30189,,729361.625,CONV WAREHSE NOW ARTIST LOFTS,8614,8614,1,AVERAGE,MASONRY,1985,Yes,ELECTRIC,1,100,LOFT (338),Rect or Slight Irreg,,5,1904
4400200020,Multifamily LR (1-4),Mixed Use Property,Multifamily Housing,2004,1,4,127.0999985,44432,,1396280.25,Mixd Use Apt,44432,22943,1,AVERAGE/GOOD,WOOD FRAME,2011,Yes,ELECTRIC,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,4,2004
4432600005,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1926,1,3,80.90000153,23671,50,839362,ADMIRAL APTS 30 UNITS,23671,17259,1,AVERAGE/GOOD,MASONRY,1999,No,HOT WATER-RADIANT,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Long Rect or Irreg,No,3,1926
4443801580,SPS-District K-12,K-12 School,K-12 School,1932,1,2,62.09999847,44753,96,1638691.625,ELEMENTARY SCHOOL (Building B),109718,109718,1,AVERAGE/GOOD,MASONRY,2017,,STEAM,1,50,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,Yes,2,2017
5498000000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1989,0,4,143.1000061,20380,2,1310280.75,,,,,,,,,,,,,,,,
5511900000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,2002,1,4,84.19999695,29808,80,975327,,,,,,,,,,,,,,,,
5512100000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1969,1,4,89,27878,53,658297.5,,,,,,,,,,,,,,,,
7502500018,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1910,1,3,154,23597,NULL,2225265.5,MIXED USE APT,23597,20741,1,LOW/AVERAGE,WOOD FRAME,1985,No,ELECTRIC WALL,2,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,1910
7502500045,NonResidential,Other,Other,1912,1,3,60.40000153,33708,,786324,LODGE BLDG,33708,33196,1,AVERAGE,MASONRY,1950,,HOT WATER,1,100,FRATERNAL BUILDING (323),Rect or Slight Irreg,No,3,1912
7502500061,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1910,1,3,205.3999939,24682,74,2681771,26 UNIT APT & RETAIL STORE,24682,17360,1,LOW/AVERAGE,WOOD FRAME,1985,No,ELECTRIC WALL,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,3,1910
5649600172,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,2012,1,5,61.5,121773,81,2986728,Greenhouse Apartments,121773,77575,1,GOOD,REINFORCED CONCRETE,2013,,ELECTRIC WALL,1,100,APARTMENT (300),Very Irreg,,5,2012
5652600299,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1994,1,3,88.19999695,50095,83,981242.3125,APTS & RETAIL STORES,50095,30637,1,AVERAGE,WOOD FRAME,2004,Yes,ELECTRIC WALL,2,100,MULTIPLE RESIDENCE (LOW RISE) (352),Long Rect or Irreg,Yes,3,1994
5677000000,Multifamily HR (10+),High-Rise Multifamily,Multifamily Housing,2007,1,12,105.9000015,175353,53,6074249,RETAIL CONDO UNITS PORTION- STREET LEVEL,5528,5528,1,GOOD,REINFORCED CONCRETE,2008,Yes,COMPLETE HVAC,1,100,"CONDO, RETAIL (846)",Rect or Slight Irreg,Yes,1,2008
5680000965,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1980,1,4,89.80000305,26245,76,750583.625,MAPLE LEAF APT,26245,22698,1,AVERAGE,WOOD FRAME,1996,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,No,4,1980
5687500010,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1987,1,3,114,103345,42,4018570,CITY WALK APARTMENTS,103345,88308,1,AVERAGE,WOOD FRAME,2002,No,ELECTRIC WALL,5,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,1987
5687500016,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,2005,1,6,90.09999847,93191,96,1878442.25,Apartment,93191,56345,1,AVERAGE,WOOD FRAME,2007,Yes,ELECTRIC,1,100,APARTMENT (300),Very Irreg,Yes,6,2005
6701500000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1999,1,4,92.90000153,40317,51,942712.5,condo with two comercial units,4756,4756,1,AVERAGE/GOOD,WOOD FRAME,2000,Yes,FORCED AIR UNIT,1,100,"CONDO, OFFICE (845)",Rect or Slight Irreg,Yes,4,2000
5693500825,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1991,1,4,62.70000076,31500,94,495152.6875,24 UNIT APT,31500,21088,1,AVERAGE,WOOD FRAME,2004,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,4,1991
6632300251,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1976,1,3,64.30000305,21520,88,440870.4063,22 UNIT APARTMENT,22247,17400,1,GOOD,WOOD FRAME,2000,Yes,ELECTRIC WALL,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,1976
6632300252,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1976,1,4,68.09999847,21580,,467930,22 UNIT APARTMENT,21580,17820,1,GOOD,WOOD FRAME,2000,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,No,4,1976
6632300360,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1969,1,3,71.80000305,97254,73,2220053.25,EXECUTIVE ESTATES - BLDG E,97254,74488,1,AVERAGE,WOOD FRAME,1996,Yes,ELECTRIC WALL,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,1969
6632300420,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1975,1,3,99.90000153,28899,65,919266.125,JACKSON PARK APTS 36-UNITS,28899,28135,1,AVERAGE,WOOD FRAME,1995,No,FORCED AIR UNIT,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,1975
6632300580,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1975,1,3,65.80000305,57496,82,1204956.5,EXECUTIVE ESTATES,57496,40671,1,AVERAGE/GOOD,WOOD FRAME,1999,Yes,ELECTRIC WALL,2,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,1975
6632300581,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1985,1,4,68.09999847,48863,86,1070085.375,EXECUTIVE ESTATES,48863,40476,1,AVERAGE/GOOD,WOOD FRAME,2002,Yes,ELECTRIC WALL,2,100,APARTMENT (300),Rect or Slight Irreg,No,4,1985
6632300590,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1966,1,4,77.09999847,165694,67,4425832.5,EXECUTIVE ESTATES,165694,127971,1,AVERAGE/GOOD,WOOD FRAME,1996,Yes,ELECTRIC WALL,5,100,APARTMENT (300),Rect or Slight Irreg,No,4,1966
6632300610,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1968,1,3,71.5,143369,82,3190328,EXECUTIVE ESTATES,143369,108102,1,AVERAGE/GOOD,WOOD FRAME,1996,Yes,ELECTRIC WALL,5,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,1968
6632300625,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1976,1,3,73.90000153,44230,64,1859571.875,EXECUTIVE ESTATES,44230,44230,1,AVERAGE/GOOD,WOOD FRAME,2000,Yes,ELECTRIC WALL,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,1976
6632300641,NonResidential,Other,Other,1948,1,2,394.1000061,47237,,5981430,PAC NW BELL TEL SWITCHING,47237,47237,1,AVERAGE,MASONRY,1975,,HOT WATER,1,100,LIGHT COMMERCIAL UTILITY BUILDING (471),Rect or Slight Irreg,No,2,1948
6633050000,Multifamily HR (10+),High-Rise Multifamily,Multifamily Housing,2007,1,13,100.1999969,187139,49,6772289,RETAIL CONDO UNIT - PARC,825,825,1,GOOD,REINFORCED CONCRETE,2008,Yes,COMPLETE HVAC,1,100,"CONDO, RETAIL (846)",Rect or Slight Irreg,Yes,1,2008
6633800000,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,1990,2,5,79,57091,81,1436109,,,,,,,,,,,,,,,,
7174800565,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1958,4,3,88.90000153,30240,55,855946,VILLAGE VISTA APTS,30240,29184,1,AVERAGE/GOOD,WOOD FRAME,1992,No,ELECTRIC WALL,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,1958
7181000000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1979,1,3,96.59999847,21798,65,558893.375,,,,,,,,,,,,,,,,
7181200000,Multifamily LR (1-4),Low-Rise Multifamily,NULL,1981,1,3,92.30000305,42448,66,1247918,,,,,,,,,,,,,,,,
7212100000,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,2002,1,5,78.59999847,125241,93,5614256.5,,5470,5470,1,AVERAGE,WOOD FRAME,2002,Yes,(unknown),1,100,"CONDO, OFFICE (845)",Rect or Slight Irreg,,5,2002
7212240000,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,1997,1,6,59.59999847,21900,,592899,,,,,,,,,,,,,,,,
6648210000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1931,1,4,82.09999847,32430,82,847514.5,,,,,,,,,,,,,,,,
6649400000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1971,1,4,84.19999695,87696,15,2352982.75,,,,,,,,,,,,,,,,
6649420000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1984,1,4,128.3000031,50299,45,1687738,,,,,,,,,,,,,,,,
6649450000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1949,1,4,113.0999985,34882,52,2291269.5,,,,,,,,,,,,,,,,
6654500000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1980,1,4,113.3000031,26808,17,967492.875,,,,,,,,,,,,,,,,
6658000060,SPS-District K-12,K-12 School,K-12 School,1989,1,2,81.80000305,57298,91,1586388.75,SCHOOL,17500,17500,1,AVERAGE/GOOD,MASONRY,1995,,HOT WATER,1,100,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,Yes,1,1970
6669140000,Multifamily HR (10+),High-Rise Multifamily,Multifamily Housing,1981,1,18,182.6999969,78538,6,5571501.5,,,,,,,,,,,,,,,,
6716700415,NonResidential,Supermarket / Grocery Store,Supermarket/Grocery Store,1997,1,1,761.2999878,76585,18,13906080,SUPERMARKET,78730,38000,1,AVERAGE,MASONRY,2000,No,HEAT PUMP,1,100,SUPERMARKET (446),Rect or Slight Irreg,Yes,1,1997
6746700035,NonResidential,Worship Facility,Worship Facility,1938,1,3,60.79999924,26373,75,964236,CHURCH AND FACILITIES,26373,26373,1,AVERAGE,MASONRY,1975,,HOT WATER,1,100,Residence (348),Rect or Slight Irreg,No,3,1938
7215650000,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,2004,1,6,73.80000305,40128,,1618017.75,,,,,,,,,,,,,,,,
7215700000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1985,1,4,71.30000305,24581,,566216.8125,,,,,,,,,,,,,,,,
7215750000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1978,1,3,79.40000153,34066,70,861109,34 RES UNITS & 3 COML UNITS,39000,28386,1,AVERAGE,WOOD FRAME,1994,Yes,FORCED AIR UNIT,1,100,MIXED RETAIL W/RES. UNITS (459),Rect or Slight Irreg,,3,1978
4114601145,NonResidential,Small- and Mid-Sized Office,Office,1956,6,2,149.1999969,75868,,3605749.75,"RESTAURANT,OFFICE & STORAGE",8285,8285,1,AVERAGE/GOOD,WOOD FRAME,1980,,COMPLETE HVAC,1,100,"RESTAURANT, TABLE SERVICE (350)",Rect or Slight Irreg,No,2,1927
4232400680,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1911,2,4,88.69999695,33430,51,2192111.5,34-UNIT APT,33430,23800,1,AVERAGE/GOOD,WOOD FRAME,1993,No,HOT WATER,2,100,APARTMENT (300),Very Irreg,No,4,1911
4232401360,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,2001,1,4,86.40000153,28878,,740786,Mixed Use Retail/Office/Apts,28878,19443,1,AVERAGE,WOOD FRAME,2007,Yes,HEAT PUMP,1,100,MIXED RETAIL W/RES. UNITS (459),Very Irreg,Yes,4,2001
4232401365,NonResidential,Mixed Use Property,Other - Entertainment/Public Assembly,1947,1,2,148.1000061,21656,,1607972.25,RETAIL,21656,14466,1,GOOD,MASONRY,1990,,ELECTRIC WALL,1,100,RETAIL STORE (353),Rect or Slight Irreg,No,2,1947
