parcelId,BuildinDescription,ENERGYSTARScore,SiteEnergyUse,SourceEUI,PropertyGFATotal,BuildinQuality,ConstructioClass,EffYear,YearBuilt,Elevators,HeatinSystem,NumbeOBuildingAggregated,PredominanUse,Shape,Sprinklers,NumberofFloors,PredominantUseCode,HeatinSystemCode,SiteEnergyUseLog
7376600690,PLYMOUTH POULTRY CO,,10005787,629.0999756,22890,AVERAGE,MASONRY,48,48,,SPACE HEATERS,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,1,406,SPACE HEATERS,16.118674183576047
7376600720,OFFICES AND STUDIO APTS,,1111293.75,52.5,36000,AVERAGE,REINFORCED CONCRETE,43,111,,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,5,300,ELECTRIC WALL,13.92103543511401
7376600765,NORTHWEST PUMP AND EQUIPMENT,1,4236396.5,408.2999878,28320,AVERAGE,MASONRY,39,47,,SPACE HEATERS,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,No,1,407,SPACE HEATERS,15.259223583778144
7377600010,COLONY SURF APTS,48,1332912.625,97.80000305,42816,AVERAGE,WOOD FRAME,26,51,No,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,ELECTRIC WALL,14.102877049375596
7378600265,MISSION OFFICES,,4253369.5,234.8999939,54765,AVERAGE,MASONRY,48,60,,SPACE HEATERS,1,CHURCH (309),Rect or Slight Irreg,No,1,309,SPACE HEATERS,15.263222050311454
7422000000,Mixed Use Apt,82,2468322.5,87.90000153,88043,AVERAGE,WOOD FRAME,8,8,Yes,ELECTRIC,1,APARTMENT (300),Long Rect or Irreg,Yes,4,300,ELECTRIC,14.719049328079894
7442700000,Ross Manor,,3307792.5,118.5,70939,AVERAGE,REINFORCED CONCRETE,15,34,Yes,ELECTRIC,1,APARTMENT (300),Long Rect or Irreg,Yes,12,300,ELECTRIC,15.01179160643522
7443001620,WHSE & OFFICES,,2171751.5,86.90000153,37600,AVERAGE,WOOD FRAME,36,57,,FORCED AIR UNIT,1,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,No,2,494,FORCED AIR UNIT,14.591044542809163
7449000010,DENNY TERRACE,68,5106786.5,115.3000031,139127,GOOD,MASONRY,17,49,Yes,ELECTRIC WALL,1,APARTMENT (300),Very Irreg,Yes,10,300,ELECTRIC WALL,15.446080899390727
7449000105,THE ILIAD,80,593543.3125,82,26153,AVERAGE,WOOD FRAME,28,53,Yes,ELECTRIC WALL,1,APARTMENT (300),Long Rect or Irreg,No,4,300,ELECTRIC WALL,13.293865468465128
7449500005,THE BILTMORE APARTMENTS,50,8058913.5,117.3000031,95611,AVERAGE/GOOD,REINFORCED CONCRETE,22,94,Yes,HOT WATER,1,APARTMENT (300),Very Irreg,Yes,7,300,HOT WATER,15.90228930390744
7449500025,FANEUIL HALL,72,1383204.25,96.40000153,32980,AVERAGE,REINFORCED CONCRETE,23,90,No,HOT WATER,2,APARTMENT (300),Very Irreg,No,5,300,HOT WATER,14.139913285931806
7502500010,OFFICE CLASSROOM BLDG 1,,2274296.75,110.3000031,64820,AVERAGE,STRUCTURAL STEEL,23,106,,HEAT PUMP,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,2,344,HEAT PUMP,14.63718144170036
7502500018,MIXED USE APT,NULL,2225265.5,154,23597,LOW/AVERAGE,WOOD FRAME,33,108,No,ELECTRIC WALL,2,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,ELECTRIC WALL,14.615386792306412
7502500061,26 UNIT APT & RETAIL STORE,74,2681771,205.3999939,24682,LOW/AVERAGE,WOOD FRAME,33,108,No,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,3,352,ELECTRIC WALL,14.801987955136577
7517500515,SUNDOWNER APTS - 27 UNITS,89,679574.875,71.5,29840,AVERAGE,WOOD FRAME,26,51,Yes,HOT WATER-RADIANT,1,APARTMENT (300),Rect or Slight Irreg,No,6,300,HOT WATER-RADIANT,13.429222697819863
7518505195,CHURCH,66,893053.1875,68.69999695,24120,GOOD,MASONRY,38,90,,HOT WATER,1,CHURCH WITH SUNDAY SCHOOL (308),Rect or Slight Irreg,Yes,2,308,HOT WATER,13.702401418555306
7518507190,CHURCH,88,1148202.25,46.20000076,35736,GOOD,MASONRY,33,89,,WARMED AND COOLED AIR,1,CHURCH WITH SUNDAY SCHOOL (308),Rect or Slight Irreg,No,3,308,WARMED AND COOLED AIR,13.953708016302675
7518508938,43 UNIT APT,93,876569.6875,73.5,46686,AVERAGE,WOOD FRAME,17,30,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,ELECTRIC WALL,13.68377148674313
7548800025,BEACON TOWER APTS,75,3221754,98.69999695,73898,AVERAGE/GOOD,REINFORCED CONCRETE,14,47,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,Yes,15,300,ELECTRIC WALL,14.98543648971113
7549800395,Mixed Use Apt/Retail,,960987.8125,81.19999695,36383,AVERAGE/GOOD,WOOD FRAME,7,17,,ELECTRIC,1,APARTMENT (300),Rect or Slight Irreg,Yes,3,300,ELECTRIC,13.775717005770034
7579200050,,57,3258819.5,121.4000015,113204,AVERAGE/GOOD,REINFORCED CONCRETE,4,4,Yes,HEAT PUMP,1,APARTMENT (300),Rect or Slight Irreg,,7,300,HEAT PUMP,14.996875571198437
7579200295,90 UNIT APT,75,4116369,122.4000015,163699,AVERAGE,WOOD FRAME,14,27,Yes,ELECTRIC WALL,2,APARTMENT (300),Rect or Slight Irreg,Yes,5,300,ELECTRIC WALL,15.230482022063516
7579201085,SAN JUAN APTS,69,721549.625,96.19999695,29811,AVERAGE,WOOD FRAME,35,60,Yes,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Long Rect or Irreg,No,3,352,ELECTRIC WALL,13.489156435149585
7579201105,HUDSON SQUARE APTS,,566183,78.59999847,22606,AVERAGE/GOOD,WOOD FRAME,13,29,Yes,ELECTRIC WALL,1,APARTMENT (300),Very Irreg,Yes,5,300,ELECTRIC WALL,13.24667262648294
7588700346,13 Unit Apartment,,420148.1875,56.40000153,23381,AVERAGE,WOOD FRAME,11,17,Yes,ELECTRIC,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,3,352,ELECTRIC,12.94836275541156
7589200051,SUPERMARKET,22,12250422,604.9000244,45522,GOOD,MASONRY,18,24,,COMPLETE HVAC,1,SUPERMARKET (446),Rect or Slight Irreg,No,1,446,COMPLETE HVAC,16.32107094334125
7608700007,OFFICE BUILDING,,326778.6875,52.40000153,20088,AVERAGE,WOOD FRAME,39,39,,FORCED AIR UNIT,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,2,344,FORCED AIR UNIT,12.697038424113073
7621700015,RESTAURANT/APARTMENT,23,1110150.625,127.5999985,27328,AVERAGE,WOOD FRAME,17,28,Yes,ELECTRIC WALL,1,APARTMENT (300),Very Irreg,Yes,4,300,ELECTRIC WALL,13.920006262280548
7625701325,SUNSET VISTA APTS,64,540323.3125,70.19999695,24180,AVERAGE,WOOD FRAME,21,49,No,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,ELECTRIC WALL,13.199922966226898
7625701430,15 APTS & RETAIL SPACE,,654625.5,85.90000153,23932,AVERAGE,WOOD FRAME,22,38,No,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,4,352,ELECTRIC WALL,13.391818595377563
7625703365,24 UNIT APARTMENT,,703847.375,77.19999695,28645,AVERAGE,WOOD FRAME,14,27,Yes,ELECTRIC WALL,1,APARTMENT (300),Long Rect or Irreg,Yes,4,300,ELECTRIC WALL,13.46431681476134
7625704460,33 UNIT APT & RETAIL,,923492.6875,85.19999695,34544,AVERAGE,WOOD FRAME,9,27,No,ELECTRIC WALL,1,APARTMENT (300),Long Rect or Irreg,Yes,4,300,ELECTRIC WALL,13.735918160344278
7625704470,MARNAE APTS,67,604183.1875,85.5,22195,AVERAGE,WOOD FRAME,30,58,No,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Long Rect or Irreg,No,3,352,ELECTRIC WALL,13.311632721496581
7647500000,30 UNIT APT AT THIS TIME,85,629027.3125,65.69999695,30080,AVERAGE,WOOD FRAME,17,29,Yes,ELECTRIC,1,MULTIPLE RESIDENCE (LOW RISE) (352),Very Irreg,Yes,3,352,ELECTRIC,13.351929956838434
7660100105,APARTMENTS,59,493e3,75.59999847,20467,AVERAGE/GOOD,WOOD FRAME,24,55,No,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,ELECTRIC WALL,13.108264453024827
7663700331,APTS 24 UNITS,67,678980.125,95.30000305,22382,AVERAGE/GOOD,WOOD FRAME,17,51,No,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,2,352,ELECTRIC WALL,13.428347135125684
7663700369,APTS-28 UNITS (BLDG A),73,671004.625,88.5,27639,AVERAGE/GOOD,WOOD FRAME,18,41,Yes,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,3,352,ELECTRIC WALL,13.416531308627532
7663700410,MIRRORWOOD APTS,60,900973,91.40000153,30942,AVERAGE,WOOD FRAME,17,32,No,ELECTRIC WALL,2,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,3,352,ELECTRIC WALL,13.711230569437802
7663700821,HILLCOURT APTS,71,1566177,87.69999695,56074,AVERAGE,WOOD FRAME,20,33,Yes,ELECTRIC WALL,2,APARTMENT (300),Rect or Slight Irreg,No,4,300,ELECTRIC WALL,14.26414817596576
7663700860,DEL MAR APTS,46,1228837.25,89.5,43132,AVERAGE,WOOD FRAME,20,37,No,ELECTRIC WALL,2,APARTMENT (300),Rect or Slight Irreg,No,4,300,ELECTRIC WALL,14.021578955043685
7663700880,APARTMENT BLDG (26 UNITS),34,792939.3125,103.5,24052,AVERAGE,WOOD FRAME,26,49,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,ELECTRIC WALL,13.583501968684708
7663700891,Mixed Use,70,2059083.25,88.59999847,119355,AVERAGE/GOOD,WOOD FRAME,7,15,Yes,ELECTRIC,2,MULTIPLE RESIDENCE (LOW RISE) (352),Very Irreg,Yes,6,352,ELECTRIC,14.53777141744123
7663700900,Apartment- 319 UNITS,100,8437401,64.69999695,447915,AVERAGE/GOOD,WOOD FRAME,4,4,Yes,COMPLETE HVAC,3,APARTMENT (300),Long Rect or Irreg,Yes,6,300,COMPLETE HVAC,15.948184880760753
7666200070,FISH PROCESSING & COLD STORAGE,1,22078064,571.7000122,105100,LOW/AVERAGE,MASONRY,40,40,,WARMED AND COOLED AIR,1,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,Yes,1,494,WARMED AND COOLED AIR,16.91009509436953
7666201690,RETAIL,51,2661488,127.3000031,50660,AVERAGE,MASONRY,20,40,,SPACE HEATERS,1,DISCOUNT STORE (319),Rect or Slight Irreg,No,1,319,SPACE HEATERS,14.794395922849109
7666201740,OFFICE WAREHOUSE,59,2203026.5,127.5999985,61929,AVERAGE,MASONRY,36,81,,FORCED AIR UNIT,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,2,406,FORCED AIR UNIT,14.605342654763426
7666201815,MFG-RETAIL,98,638507.125,52.5,20671,AVERAGE,WOOD FRAME,38,78,,FORCED AIR UNIT,1,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,Yes,2,494,FORCED AIR UNIT,13.366888113358797
7666202080,"Office Building, 4 stories & U/G Parking",1,25478086,726.5999756,165111,GOOD/EXCELLENT,REINFORCED CONCRETE,18,18,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Very Irreg,Yes,4,344,COMPLETE HVAC,17.053329268107355
7666202110,"Office Building, 4 Stories & U/G Parking",1,27137190,978.9000244,129551,GOOD/EXCELLENT,REINFORCED CONCRETE,18,18,Yes,WARMED AND COOLED AIR,1,OFFICE BUILDING (344),Very Irreg,Yes,4,344,WARMED AND COOLED AIR,17.116415669796208
7666202133,"Office Building, 5 stories & u/g Parking",63,7857972.5,231.8000031,159937,GOOD/EXCELLENT,REINFORCED CONCRETE,18,18,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Very Irreg,Yes,5,344,COMPLETE HVAC,15.877039179476196
7666202160,333 Elliott Building,56,14856199,340,183964,GOOD,STRUCTURAL STEEL,10,10,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,5,344,COMPLETE HVAC,16.513927777186137
7666202240,OFFICE,63,12729858,206.8000031,277486,AVERAGE/GOOD,STRUCTURAL STEEL,24,32,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,7,344,COMPLETE HVAC,16.359460815718823
7666202292,PIER 70 - LEASEHOLD - MI  PP#26966283,,12029600,280.5,76893,GOOD,WOOD FRAME,19,116,Yes,PACKAGE UNIT,1,OFFICE BUILDING (344),Long Rect or Irreg,Yes,3,344,PACKAGE UNIT,16.302880837190248
7666202295,PIER 69,77,10053489,165.1000061,187130,GOOD/EXCELLENT,REINFORCED CONCRETE,25,25,,FORCED AIR UNIT,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,3,406,FORCED AIR UNIT,16.123430296400922
7666202317,EDGEWATER INN,8,25453690,326.6000061,122309,GOOD,WOOD FRAME,18,57,Yes,HEAT PUMP,1,"HOTEL, FULL SERVICE (841)",Rect or Slight Irreg,Yes,4,841,HEAT PUMP,17.052371280627565
7666202320,CLASS A OFFICE BUILDING,99,17186624,388.3999939,251044,GOOD,STRUCTURAL STEEL,18,18,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Long Rect or Irreg,Yes,5,344,COMPLETE HVAC,16.65964196481946
7666202405,MARKET SQ OFFICE & RESTAURANT,57,2886141.5,174.3999939,51218,AVERAGE/GOOD,MASONRY,32,109,,WARMED AND COOLED AIR,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,6,344,WARMED AND COOLED AIR,14.87543104691306
7666202435,RETAIL PIER 57,,11508035,276.2999878,43728,AVERAGE,WOOD FRAME,28,118,,SPACE HEATERS,1,RETAIL STORE (353),Rect or Slight Irreg,No,1,353,SPACE HEATERS,16.25855604501148
7666202480,OFFICE BUILDING,91,4585070.5,125,122356,AVERAGE,REINFORCED CONCRETE,32,108,Yes,HEAT PUMP,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,7,344,HEAT PUMP,15.338316039781317
7666202485,WAREHOUSE TRIDENT IMPORTS PIER 56,54,3999505.25,249.8999939,32027,AVERAGE,WOOD FRAME,19,118,Yes,SPACE HEATERS,1,OPEN OFFICE (820),Rect or Slight Irreg,Yes,2,820,SPACE HEATERS,15.201681223934235
7666202495,WAREHOUSE & IVARS ACRES OF CLAMS,,10394330,286.7000122,62900,LOW/AVERAGE,WOOD FRAME,34,118,,WARMED AND COOLED AIR,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,1,406,WARMED AND COOLED AIR,16.156771023132542
7666202515,NATIONAL BLDG OFFICE,70,6797647,163.1999969,167860,AVERAGE,MASONRY,33,113,Yes,STEAM,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,6,344,STEAM,15.73208708085258
7666202545,OFFICE BUILDING,,2805826,176.5,32160,AVERAGE,MASONRY,33,112,Yes,STEAM WITHOUT BOILER,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,3,344,STEAM WITHOUT BOILER,14.847208527743227
7666202565,OFFICE BUILDING,86,4946798.5,131.3000031,112560,AVERAGE,REINFORCED CONCRETE,33,108,Yes,STEAM WITHOUT BOILER,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,6,344,STEAM WITHOUT BOILER,15.414251157623665
7666202570,RENOVATED OPEN OFFICE/LOFTS WITH RETAIL,89,3241917,596.7999878,86204,GOOD,REINFORCED CONCRETE,10,108,Yes,STEAM WITHOUT BOILER,1,OPEN OFFICE (820),Rect or Slight Irreg,No,6,820,STEAM WITHOUT BOILER,14.991675379469468
7666202580,OFFICE BUILDING,98,1380293.625,84.5,56500,AVERAGE/GOOD,MASONRY,45,104,Yes,STEAM WITHOUT BOILER,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,4,344,STEAM WITHOUT BOILER,14.137806806239821
7666202915,INDUSTRIAL,,1324092.125,108.6999969,20796,AVERAGE,MASONRY,39,69,,SPACE HEATERS,1,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,No,1,494,SPACE HEATERS,14.096237593874168
7666202991,WHSE,33,416885.5938,34,38630,AVERAGE,MASONRY,59,82,,SPACE HEATERS,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,1,407,SPACE HEATERS,12.940567107742929
7666203000,SERVICE GARAGE,NULL,1832031.5,123.4000015,20724,AVERAGE,MASONRY,48,68,,SPACE HEATERS,1,"GARAGE, SERVICE REPAIR (528)",Rect or Slight Irreg,Yes,1,528,SPACE HEATERS,14.420936018391536
7666203180,LIGHT INDUSTRIAL,,4069301.5,497.5,25375,AVERAGE,MASONRY,48,63,,SPACE HEATERS,1,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,Yes,1,494,SPACE HEATERS,15.21898192106848
7666203240,"OFFICE BLDG ""A""",,14469228,422.3999939,99122,AVERAGE,REINFORCED CONCRETE,23,74,,WARMED AND COOLED AIR,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,4,344,WARMED AND COOLED AIR,16.487534745422145
7666203245,SEATTLE AUTOMOTIVE,94,642645.1875,48.59999847,41550,AVERAGE,MASONRY,58,67,,HOT WATER,1,"GARAGE, SERVICE REPAIR (528)",Rect or Slight Irreg,Yes,1,528,HOT WATER,13.373348042986159
7666203300,OFFICE BLDG,66,10287986,256.6000061,112896,AVERAGE,REINFORCED CONCRETE,23,67,Yes,FORCED AIR UNIT,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,2,344,FORCED AIR UNIT,16.146487364649904
7666203380,WAREHOUSE,,270838.5,24.10000038,20600,AVERAGE,MASONRY,58,98,,SPACE HEATERS,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,4,406,SPACE HEATERS,12.509277981259034
7666203489,WAREHOUSE,,6345009.5,231.8999939,66133,AVERAGE,MASONRY,33,33,,SPACE HEATERS,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,1,406,SPACE HEATERS,15.663179156371427
7666203530,WHSE & OFFICES,12,6468090,146.3999939,98220,AVERAGE,MASONRY,29,67,,SPACE HEATERS,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,3,407,SPACE HEATERS,15.682391414239099
7666203538,WAREHOUSE,55,2848317.25,109.8000031,84420,AVERAGE,MASONRY,39,48,Yes,SPACE HEATERS,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,1,407,SPACE HEATERS,14.862238939270831
7666203655,THERMAL SUPPLY OFFICE&WHS,,652991.6875,64.59999847,31365,LOW COST,WOOD FRAME,43,46,,SPACE HEATERS,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,1,406,SPACE HEATERS,13.38931967846851
7666203664,BEEBE BROTHERS FACTORY,20,1167887.75,106.5,20520,LOW COST,MASONRY,52,52,,NO HEAT,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,1,406,NO HEAT,13.970707333299925
7666203675,CF RESOURCE,12,495481,67.69999695,22972,LOW COST,MASONRY,68,73,,SPACE HEATERS,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,1,406,SPACE HEATERS,13.113284286911034
7666203730,MULTI-TENANT WAREHOUSE - 2922 - 2930,,1318947.25,98,24000,AVERAGE,MASONRY,58,67,,HOT WATER,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,2,406,HOT WATER,14.092344438481234
7666203810,WAREHOUSE,,844076.8125,105.9000015,21755,AVERAGE,MASONRY,39,40,,SPACE HEATERS,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,1,406,SPACE HEATERS,13.64599877950802
7666203827,URBAN AG,,6129780,689.0999756,27933,AVERAGE,MASONRY,39,58,,HEAT PUMP,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,1,406,HEAT PUMP,15.62866941819822
7666203920,OFFICE/WAREHOUSE,75,1139980.625,94.09999847,23143,AVERAGE,MASONRY,28,35,,SPACE HEATERS,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,1,406,SPACE HEATERS,13.946521824612216
7666204100,OWL TRANSFER & STORAGE,,5197118,148.6999969,73335,AVERAGE,MASONRY,48,57,,SPACE HEATERS,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,No,1,407,SPACE HEATERS,15.46361479913978
7666204110,WAREHOUSE,73,2107743.75,98.19999695,28800,AVERAGE,MASONRY,53,56,,FORCED AIR UNIT,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,1,406,FORCED AIR UNIT,14.561128620533225
7666204125,WHSE,85,405050.4063,32.09999847,39600,AVERAGE,MASONRY,49,66,,SPACE HEATERS,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,1,407,SPACE HEATERS,12.911766798344173
7666204130,WAREHOUSE,91,468396.9063,30.299999239999998,39600,AVERAGE,MASONRY,49,66,,SPACE HEATERS,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,1,407,SPACE HEATERS,13.057071305858951
7666204200,WAREHOUSE & SALES BLDG,,1567746.75,91.40000153,36400,AVERAGE,PREFAB STEEL,9,9,No,SPACE HEATERS,1,MIXED USE RETAIL (830),Very Irreg,Yes,1,830,SPACE HEATERS,14.265149955368514
7666204225,WAREHOUSE,,1791715.625,70.19999695,56876,AVERAGE,MASONRY,48,90,,HOT WATER,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,2,407,HOT WATER,14.39868416851795
7666204280,WAREHOUSE,,522972.1875,78.59999847,23750,AVERAGE,MASONRY,39,48,,WARMED AND COOLED AIR,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,No,1,407,WARMED AND COOLED AIR,13.167283562856728
7666204300,PLATT ELEC OFF-WHSE,87,533742.8125,38.59999847,43390,AVERAGE,MASONRY,39,48,,SPACE HEATERS,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,1,407,SPACE HEATERS,13.18766937739215
7666204430,PACIFIC IRON & METAL,16,4912143,145.1999969,61200,AVERAGE,MASONRY,63,87,,SPACE HEATERS,1,WAREHOUSE DISCOUNT STORE (458),Rect or Slight Irreg,Yes,2,458,SPACE HEATERS,15.407220860763209
7666204449,RESTAURANT/ WHSE,84,419978.6875,29.10000038,35400,AVERAGE,MASONRY,48,59,,SPACE HEATERS,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,1,406,SPACE HEATERS,12.947959244924409
7666204465,WHSE WITH OFFICE,19,858701,91.69999695,28144,AVERAGE,MASONRY,48,52,,SPACE HEATERS,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,1,407,SPACE HEATERS,13.663176061210963
7666204495,GRAYBAR ELECTRIC WHSE & OFFICE,83,2356376.75,61.79999924,73296,LOW/AVERAGE,MASONRY,48,58,,SPACE HEATERS,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,1,407,SPACE HEATERS,14.672635721835109
7666204565,WAREHOUSE,,2852102.75,376.3999939,23792,AVERAGE,MASONRY,29,29,,SPACE HEATERS,1,WAREHOUSE DISCOUNT STORE (458),Rect or Slight Irreg,Yes,1,458,SPACE HEATERS,14.863567087216582
7666204590,WAREHOUSE,87,1555420.25,35.09999847,111908,AVERAGE,MASONRY,29,31,,SPACE HEATERS,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,No,1,407,SPACE HEATERS,14.25725632431729
7666204625,OFFICE BUILDING/ WHSE,99,1042652.625,69.09999847,47368,AVERAGE,MASONRY,8,39,,HEAT PUMP,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,2,407,HEAT PUMP,13.857278624816937
7666204640,WAREHOUSE,,1890502.5,114.0999985,46183,AVERAGE,MASONRY,48,87,,SPACE HEATERS,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,1,407,SPACE HEATERS,14.45235322471373
7666204795,OFFICE WITH WAREHOUSE SHOWROOM,37,2371575,119.3000031,56700,GOOD,REINFORCED CONCRETE,29,108,,HOT WATER,1,OFFICE BUILDING (344),Rect or Slight Irreg,No,3,344,HOT WATER,14.679064849353143
7666204800,TESLA,83,2153603.5,54.70000076,82852,AVERAGE,MASONRY,48,96,,HOT WATER,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,No,1,407,HOT WATER,14.582653043616961
7666204820,OFFICE BLDG,71,2912454.75,185.6000061,53840,AVERAGE,MASONRY,23,105,Yes,STEAM,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,4,344,STEAM,14.884506840254714
7666204995,Whse Retail/Office,88,1164537.75,67.59999847,43794,AVERAGE,MASONRY,39,43,,SPACE HEATERS,1,WAREHOUSE DISCOUNT STORE (458),Rect or Slight Irreg,Yes,1,458,SPACE HEATERS,13.967834785127602
7666205180,Service Garage w/Ofc.,,1554599.25,136,21947,AVERAGE/GOOD,MASONRY,8,14,,SPACE HEATERS,1,"GARAGE, SERVICE REPAIR (528)",Long Rect or Irreg,Yes,3,528,SPACE HEATERS,14.256728353338927
7666205408,OFFICE & WAREHOUSE,56,3155496,76.40000153,92792,AVERAGE,MASONRY,53,56,,FORCED AIR UNIT,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,2,407,FORCED AIR UNIT,14.964656252377676
7666205550,INDUSTRIAL BUILDING,18,2701833.75,119.6999969,48280,AVERAGE,MASONRY,48,50,,SPACE HEATERS,1,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,Yes,1,494,SPACE HEATERS,14.809441267111916
7666205580,SEATTLE TEXTILE STORAGE,,363808.1875,25.200000760000002,36040,AVERAGE,MASONRY,53,64,,WARMED AND COOLED AIR,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,No,1,407,WARMED AND COOLED AIR,12.80438205031044
7666205660,CITY LIGHT,,9436408,156.3000031,179161,AVERAGE,REINFORCED CONCRETE,66,94,,ELECTRIC WALL,1,OFFICE BUILDING (344),Rect or Slight Irreg,No,2,344,ELECTRIC WALL,16.060085957235387
7666205935,OFFICE/RETAIL,,2833624.5,124.0999985,27760,LOW COST,WOOD FRAME,48,102,Yes,SPACE HEATERS,1,OPEN OFFICE (820),Rect or Slight Irreg,Yes,1,820,SPACE HEATERS,14.857067192218388
7666205945,EVENT SPACE/OPEN OFFICE/CAFE,,347437.6875,43.59999847,20975,LOW/AVERAGE,WOOD FRAME,49,81,,SPACE HEATERS,1,MIXED USE RETAIL (830),Rect or Slight Irreg,No,1,830,SPACE HEATERS,12.758340611361087
7666205975,GORLICK BUILDING,,1608508.75,182.6000061,26075,AVERAGE,WOOD FRAME,18,100,,SPACE HEATERS,1,STORAGE WAREHOUSE (406),Long Rect or Irreg,Yes,1,406,SPACE HEATERS,14.290818065497215
