SiteEnergyUse,SourceEUI,PropertyGFATotal,BuildinQuality,ConstructioClass,EffYear,YearBuilt,Elevators,HeatinSystem,NumbeOBuildingAggregated,PredominanUse,Shape,Sprinklers,NumberofFloors,PredominantUseCode,HeatinSystemCode
439266.9063,59,23400,LOW/AVERAGE,MASONRY,51,54,,SPACE HEATERS,1,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,No,2,494,SPACE HEATERS
127374,17.200000760000002,23232,AVERAGE,MASONRY,43,46,,PACKAGE UNIT,1,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,No,1,494,PACKAGE UNIT
1063269.125,88.30000305,35046,AVERAGE,MASONRY,43,44,,SPACE HEATERS,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,1,406,SPACE HEATERS
405062,29.700000760000002,43380,AVERAGE,MASONRY,44,44,,SPACE HEATERS,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,1,407,SPACE HEATERS
6673138,137.3999939,141686,AVERAGE/GOOD,MASONRY,33,48,,SPACE HEATERS,2,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,Yes,1,494,SPACE HEATERS
8024064.5,48.90000153,323916,AVERAGE/GOOD,MASONRY,18,27,,SPACE HEATERS,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,2,407,SPACE HEATERS
10005787,629.0999756,22890,AVERAGE,MASONRY,48,48,,SPACE HEATERS,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,1,406,SPACE HEATERS
1111293.75,52.5,36000,AVERAGE,REINFORCED CONCRETE,43,111,,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,5,300,ELECTRIC WALL
4236396.5,408.2999878,28320,AVERAGE,MASONRY,39,47,,SPACE HEATERS,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,No,1,407,SPACE HEATERS
1332912.625,97.80000305,42816,AVERAGE,WOOD FRAME,26,51,No,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,ELECTRIC WALL
4253369.5,234.8999939,54765,AVERAGE,MASONRY,48,60,,SPACE HEATERS,1,CHURCH (309),Rect or Slight Irreg,No,1,309,SPACE HEATERS
2468322.5,87.90000153,88043,AVERAGE,WOOD FRAME,8,8,Yes,ELECTRIC,1,APARTMENT (300),Long Rect or Irreg,Yes,4,300,ELECTRIC
3307792.5,118.5,70939,AVERAGE,REINFORCED CONCRETE,15,34,Yes,ELECTRIC,1,APARTMENT (300),Long Rect or Irreg,Yes,12,300,ELECTRIC
2171751.5,86.90000153,37600,AVERAGE,WOOD FRAME,36,57,,FORCED AIR UNIT,1,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,No,2,494,FORCED AIR UNIT
5106786.5,115.3000031,139127,GOOD,MASONRY,17,49,Yes,ELECTRIC WALL,1,APARTMENT (300),Very Irreg,Yes,10,300,ELECTRIC WALL
593543.3125,82,26153,AVERAGE,WOOD FRAME,28,53,Yes,ELECTRIC WALL,1,APARTMENT (300),Long Rect or Irreg,No,4,300,ELECTRIC WALL
8058913.5,117.3000031,95611,AVERAGE/GOOD,REINFORCED CONCRETE,22,94,Yes,HOT WATER,1,APARTMENT (300),Very Irreg,Yes,7,300,HOT WATER
1383204.25,96.40000153,32980,AVERAGE,REINFORCED CONCRETE,23,90,No,HOT WATER,2,APARTMENT (300),Very Irreg,No,5,300,HOT WATER
2274296.75,110.3000031,64820,AVERAGE,STRUCTURAL STEEL,23,106,,HEAT PUMP,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,2,344,HEAT PUMP
2225265.5,154,23597,LOW/AVERAGE,WOOD FRAME,33,108,No,ELECTRIC WALL,2,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,ELECTRIC WALL
2681771,205.3999939,24682,LOW/AVERAGE,WOOD FRAME,33,108,No,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,3,352,ELECTRIC WALL
679574.875,71.5,29840,AVERAGE,WOOD FRAME,26,51,Yes,HOT WATER-RADIANT,1,APARTMENT (300),Rect or Slight Irreg,No,6,300,HOT WATER-RADIANT
893053.1875,68.69999695,24120,GOOD,MASONRY,38,90,,HOT WATER,1,CHURCH WITH SUNDAY SCHOOL (308),Rect or Slight Irreg,Yes,2,308,HOT WATER
1148202.25,46.20000076,35736,GOOD,MASONRY,33,89,,WARMED AND COOLED AIR,1,CHURCH WITH SUNDAY SCHOOL (308),Rect or Slight Irreg,No,3,308,WARMED AND COOLED AIR
876569.6875,73.5,46686,AVERAGE,WOOD FRAME,17,30,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,ELECTRIC WALL
3221754,98.69999695,73898,AVERAGE/GOOD,REINFORCED CONCRETE,14,47,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,Yes,15,300,ELECTRIC WALL
960987.8125,81.19999695,36383,AVERAGE/GOOD,WOOD FRAME,7,17,,ELECTRIC,1,APARTMENT (300),Rect or Slight Irreg,Yes,3,300,ELECTRIC
3258819.5,121.4000015,113204,AVERAGE/GOOD,REINFORCED CONCRETE,4,4,Yes,HEAT PUMP,1,APARTMENT (300),Rect or Slight Irreg,,7,300,HEAT PUMP
4116369,122.4000015,163699,AVERAGE,WOOD FRAME,14,27,Yes,ELECTRIC WALL,2,APARTMENT (300),Rect or Slight Irreg,Yes,5,300,ELECTRIC WALL
721549.625,96.19999695,29811,AVERAGE,WOOD FRAME,35,60,Yes,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Long Rect or Irreg,No,3,352,ELECTRIC WALL
566183,78.59999847,22606,AVERAGE/GOOD,WOOD FRAME,13,29,Yes,ELECTRIC WALL,1,APARTMENT (300),Very Irreg,Yes,5,300,ELECTRIC WALL
420148.1875,56.40000153,23381,AVERAGE,WOOD FRAME,11,17,Yes,ELECTRIC,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,3,352,ELECTRIC
12250422,604.9000244,45522,GOOD,MASONRY,18,24,,COMPLETE HVAC,1,SUPERMARKET (446),Rect or Slight Irreg,No,1,446,COMPLETE HVAC
326778.6875,52.40000153,20088,AVERAGE,WOOD FRAME,39,39,,FORCED AIR UNIT,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,2,344,FORCED AIR UNIT
1110150.625,127.5999985,27328,AVERAGE,WOOD FRAME,17,28,Yes,ELECTRIC WALL,1,APARTMENT (300),Very Irreg,Yes,4,300,ELECTRIC WALL
540323.3125,70.19999695,24180,AVERAGE,WOOD FRAME,21,49,No,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,ELECTRIC WALL
654625.5,85.90000153,23932,AVERAGE,WOOD FRAME,22,38,No,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,4,352,ELECTRIC WALL
703847.375,77.19999695,28645,AVERAGE,WOOD FRAME,14,27,Yes,ELECTRIC WALL,1,APARTMENT (300),Long Rect or Irreg,Yes,4,300,ELECTRIC WALL
923492.6875,85.19999695,34544,AVERAGE,WOOD FRAME,9,27,No,ELECTRIC WALL,1,APARTMENT (300),Long Rect or Irreg,Yes,4,300,ELECTRIC WALL
604183.1875,85.5,22195,AVERAGE,WOOD FRAME,30,58,No,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Long Rect or Irreg,No,3,352,ELECTRIC WALL
629027.3125,65.69999695,30080,AVERAGE,WOOD FRAME,17,29,Yes,ELECTRIC,1,MULTIPLE RESIDENCE (LOW RISE) (352),Very Irreg,Yes,3,352,ELECTRIC
493e3,75.59999847,20467,AVERAGE/GOOD,WOOD FRAME,24,55,No,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,ELECTRIC WALL
678980.125,95.30000305,22382,AVERAGE/GOOD,WOOD FRAME,17,51,No,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,2,352,ELECTRIC WALL
671004.625,88.5,27639,AVERAGE/GOOD,WOOD FRAME,18,41,Yes,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,3,352,ELECTRIC WALL
900973,91.40000153,30942,AVERAGE,WOOD FRAME,17,32,No,ELECTRIC WALL,2,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,3,352,ELECTRIC WALL
1566177,87.69999695,56074,AVERAGE,WOOD FRAME,20,33,Yes,ELECTRIC WALL,2,APARTMENT (300),Rect or Slight Irreg,No,4,300,ELECTRIC WALL
1228837.25,89.5,43132,AVERAGE,WOOD FRAME,20,37,No,ELECTRIC WALL,2,APARTMENT (300),Rect or Slight Irreg,No,4,300,ELECTRIC WALL
792939.3125,103.5,24052,AVERAGE,WOOD FRAME,26,49,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,ELECTRIC WALL
2059083.25,88.59999847,119355,AVERAGE/GOOD,WOOD FRAME,7,15,Yes,ELECTRIC,2,MULTIPLE RESIDENCE (LOW RISE) (352),Very Irreg,Yes,6,352,ELECTRIC
8437401,64.69999695,447915,AVERAGE/GOOD,WOOD FRAME,4,4,Yes,COMPLETE HVAC,3,APARTMENT (300),Long Rect or Irreg,Yes,6,300,COMPLETE HVAC
22078064,571.7000122,105100,LOW/AVERAGE,MASONRY,40,40,,WARMED AND COOLED AIR,1,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,Yes,1,494,WARMED AND COOLED AIR
2661488,127.3000031,50660,AVERAGE,MASONRY,20,40,,SPACE HEATERS,1,DISCOUNT STORE (319),Rect or Slight Irreg,No,1,319,SPACE HEATERS
2203026.5,127.5999985,61929,AVERAGE,MASONRY,36,81,,FORCED AIR UNIT,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,2,406,FORCED AIR UNIT
638507.125,52.5,20671,AVERAGE,WOOD FRAME,38,78,,FORCED AIR UNIT,1,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,Yes,2,494,FORCED AIR UNIT
25478086,726.5999756,165111,GOOD/EXCELLENT,REINFORCED CONCRETE,18,18,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Very Irreg,Yes,4,344,COMPLETE HVAC
27137190,978.9000244,129551,GOOD/EXCELLENT,REINFORCED CONCRETE,18,18,Yes,WARMED AND COOLED AIR,1,OFFICE BUILDING (344),Very Irreg,Yes,4,344,WARMED AND COOLED AIR
7857972.5,231.8000031,159937,GOOD/EXCELLENT,REINFORCED CONCRETE,18,18,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Very Irreg,Yes,5,344,COMPLETE HVAC
14856199,340,183964,GOOD,STRUCTURAL STEEL,10,10,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,5,344,COMPLETE HVAC
12729858,206.8000031,277486,AVERAGE/GOOD,STRUCTURAL STEEL,24,32,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,7,344,COMPLETE HVAC
12029600,280.5,76893,GOOD,WOOD FRAME,19,116,Yes,PACKAGE UNIT,1,OFFICE BUILDING (344),Long Rect or Irreg,Yes,3,344,PACKAGE UNIT
10053489,165.1000061,187130,GOOD/EXCELLENT,REINFORCED CONCRETE,25,25,,FORCED AIR UNIT,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,3,406,FORCED AIR UNIT
25453690,326.6000061,122309,GOOD,WOOD FRAME,18,57,Yes,HEAT PUMP,1,"HOTEL, FULL SERVICE (841)",Rect or Slight Irreg,Yes,4,841,HEAT PUMP
17186624,388.3999939,251044,GOOD,STRUCTURAL STEEL,18,18,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Long Rect or Irreg,Yes,5,344,COMPLETE HVAC
2886141.5,174.3999939,51218,AVERAGE/GOOD,MASONRY,32,109,,WARMED AND COOLED AIR,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,6,344,WARMED AND COOLED AIR
11508035,276.2999878,43728,AVERAGE,WOOD FRAME,28,118,,SPACE HEATERS,1,RETAIL STORE (353),Rect or Slight Irreg,No,1,353,SPACE HEATERS
4585070.5,125,122356,AVERAGE,REINFORCED CONCRETE,32,108,Yes,HEAT PUMP,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,7,344,HEAT PUMP
3999505.25,249.8999939,32027,AVERAGE,WOOD FRAME,19,118,Yes,SPACE HEATERS,1,OPEN OFFICE (820),Rect or Slight Irreg,Yes,2,820,SPACE HEATERS
10394330,286.7000122,62900,LOW/AVERAGE,WOOD FRAME,34,118,,WARMED AND COOLED AIR,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,1,406,WARMED AND COOLED AIR
6797647,163.1999969,167860,AVERAGE,MASONRY,33,113,Yes,STEAM,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,6,344,STEAM
2805826,176.5,32160,AVERAGE,MASONRY,33,112,Yes,STEAM WITHOUT BOILER,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,3,344,STEAM WITHOUT BOILER
4946798.5,131.3000031,112560,AVERAGE,REINFORCED CONCRETE,33,108,Yes,STEAM WITHOUT BOILER,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,6,344,STEAM WITHOUT BOILER
3241917,596.7999878,86204,GOOD,REINFORCED CONCRETE,10,108,Yes,STEAM WITHOUT BOILER,1,OPEN OFFICE (820),Rect or Slight Irreg,No,6,820,STEAM WITHOUT BOILER
1380293.625,84.5,56500,AVERAGE/GOOD,MASONRY,45,104,Yes,STEAM WITHOUT BOILER,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,4,344,STEAM WITHOUT BOILER
1324092.125,108.6999969,20796,AVERAGE,MASONRY,39,69,,SPACE HEATERS,1,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,No,1,494,SPACE HEATERS
416885.5938,34,38630,AVERAGE,MASONRY,59,82,,SPACE HEATERS,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,1,407,SPACE HEATERS
1832031.5,123.4000015,20724,AVERAGE,MASONRY,48,68,,SPACE HEATERS,1,"GARAGE, SERVICE REPAIR (528)",Rect or Slight Irreg,Yes,1,528,SPACE HEATERS
4069301.5,497.5,25375,AVERAGE,MASONRY,48,63,,SPACE HEATERS,1,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,Yes,1,494,SPACE HEATERS
14469228,422.3999939,99122,AVERAGE,REINFORCED CONCRETE,23,74,,WARMED AND COOLED AIR,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,4,344,WARMED AND COOLED AIR
642645.1875,48.59999847,41550,AVERAGE,MASONRY,58,67,,HOT WATER,1,"GARAGE, SERVICE REPAIR (528)",Rect or Slight Irreg,Yes,1,528,HOT WATER
10287986,256.6000061,112896,AVERAGE,REINFORCED CONCRETE,23,67,Yes,FORCED AIR UNIT,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,2,344,FORCED AIR UNIT
270838.5,24.10000038,20600,AVERAGE,MASONRY,58,98,,SPACE HEATERS,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,4,406,SPACE HEATERS
6345009.5,231.8999939,66133,AVERAGE,MASONRY,33,33,,SPACE HEATERS,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,1,406,SPACE HEATERS
6468090,146.3999939,98220,AVERAGE,MASONRY,29,67,,SPACE HEATERS,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,3,407,SPACE HEATERS
2848317.25,109.8000031,84420,AVERAGE,MASONRY,39,48,Yes,SPACE HEATERS,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,1,407,SPACE HEATERS
652991.6875,64.59999847,31365,LOW COST,WOOD FRAME,43,46,,SPACE HEATERS,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,1,406,SPACE HEATERS
1167887.75,106.5,20520,LOW COST,MASONRY,52,52,,NO HEAT,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,1,406,NO HEAT
495481,67.69999695,22972,LOW COST,MASONRY,68,73,,SPACE HEATERS,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,1,406,SPACE HEATERS
1318947.25,98,24000,AVERAGE,MASONRY,58,67,,HOT WATER,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,2,406,HOT WATER
844076.8125,105.9000015,21755,AVERAGE,MASONRY,39,40,,SPACE HEATERS,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,1,406,SPACE HEATERS
6129780,689.0999756,27933,AVERAGE,MASONRY,39,58,,HEAT PUMP,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,1,406,HEAT PUMP
1139980.625,94.09999847,23143,AVERAGE,MASONRY,28,35,,SPACE HEATERS,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,1,406,SPACE HEATERS
5197118,148.6999969,73335,AVERAGE,MASONRY,48,57,,SPACE HEATERS,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,No,1,407,SPACE HEATERS
2107743.75,98.19999695,28800,AVERAGE,MASONRY,53,56,,FORCED AIR UNIT,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,1,406,FORCED AIR UNIT
405050.4063,32.09999847,39600,AVERAGE,MASONRY,49,66,,SPACE HEATERS,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,1,407,SPACE HEATERS
468396.9063,30.299999239999998,39600,AVERAGE,MASONRY,49,66,,SPACE HEATERS,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,1,407,SPACE HEATERS
1567746.75,91.40000153,36400,AVERAGE,PREFAB STEEL,9,9,No,SPACE HEATERS,1,MIXED USE RETAIL (830),Very Irreg,Yes,1,830,SPACE HEATERS
1791715.625,70.19999695,56876,AVERAGE,MASONRY,48,90,,HOT WATER,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,2,407,HOT WATER
522972.1875,78.59999847,23750,AVERAGE,MASONRY,39,48,,WARMED AND COOLED AIR,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,No,1,407,WARMED AND COOLED AIR
533742.8125,38.59999847,43390,AVERAGE,MASONRY,39,48,,SPACE HEATERS,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,1,407,SPACE HEATERS
4912143,145.1999969,61200,AVERAGE,MASONRY,63,87,,SPACE HEATERS,1,WAREHOUSE DISCOUNT STORE (458),Rect or Slight Irreg,Yes,2,458,SPACE HEATERS
419978.6875,29.10000038,35400,AVERAGE,MASONRY,48,59,,SPACE HEATERS,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,1,406,SPACE HEATERS
858701,91.69999695,28144,AVERAGE,MASONRY,48,52,,SPACE HEATERS,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,1,407,SPACE HEATERS
2356376.75,61.79999924,73296,LOW/AVERAGE,MASONRY,48,58,,SPACE HEATERS,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,1,407,SPACE HEATERS
2852102.75,376.3999939,23792,AVERAGE,MASONRY,29,29,,SPACE HEATERS,1,WAREHOUSE DISCOUNT STORE (458),Rect or Slight Irreg,Yes,1,458,SPACE HEATERS
1555420.25,35.09999847,111908,AVERAGE,MASONRY,29,31,,SPACE HEATERS,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,No,1,407,SPACE HEATERS
1042652.625,69.09999847,47368,AVERAGE,MASONRY,8,39,,HEAT PUMP,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,2,407,HEAT PUMP
1890502.5,114.0999985,46183,AVERAGE,MASONRY,48,87,,SPACE HEATERS,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,1,407,SPACE HEATERS
2371575,119.3000031,56700,GOOD,REINFORCED CONCRETE,29,108,,HOT WATER,1,OFFICE BUILDING (344),Rect or Slight Irreg,No,3,344,HOT WATER
2153603.5,54.70000076,82852,AVERAGE,MASONRY,48,96,,HOT WATER,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,No,1,407,HOT WATER
2912454.75,185.6000061,53840,AVERAGE,MASONRY,23,105,Yes,STEAM,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,4,344,STEAM
1164537.75,67.59999847,43794,AVERAGE,MASONRY,39,43,,SPACE HEATERS,1,WAREHOUSE DISCOUNT STORE (458),Rect or Slight Irreg,Yes,1,458,SPACE HEATERS
1554599.25,136,21947,AVERAGE/GOOD,MASONRY,8,14,,SPACE HEATERS,1,"GARAGE, SERVICE REPAIR (528)",Long Rect or Irreg,Yes,3,528,SPACE HEATERS
3155496,76.40000153,92792,AVERAGE,MASONRY,53,56,,FORCED AIR UNIT,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,2,407,FORCED AIR UNIT
2701833.75,119.6999969,48280,AVERAGE,MASONRY,48,50,,SPACE HEATERS,1,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,Yes,1,494,SPACE HEATERS
363808.1875,25.200000760000002,36040,AVERAGE,MASONRY,53,64,,WARMED AND COOLED AIR,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,No,1,407,WARMED AND COOLED AIR
9436408,156.3000031,179161,AVERAGE,REINFORCED CONCRETE,66,94,,ELECTRIC WALL,1,OFFICE BUILDING (344),Rect or Slight Irreg,No,2,344,ELECTRIC WALL
2833624.5,124.0999985,27760,LOW COST,WOOD FRAME,48,102,Yes,SPACE HEATERS,1,OPEN OFFICE (820),Rect or Slight Irreg,Yes,1,820,SPACE HEATERS
347437.6875,43.59999847,20975,LOW/AVERAGE,WOOD FRAME,49,81,,SPACE HEATERS,1,MIXED USE RETAIL (830),Rect or Slight Irreg,No,1,830,SPACE HEATERS
1608508.75,182.6000061,26075,AVERAGE,WOOD FRAME,18,100,,SPACE HEATERS,1,STORAGE WAREHOUSE (406),Long Rect or Irreg,Yes,1,406,SPACE HEATERS
1486681.75,85.30000305,29394,AVERAGE,MASONRY,21,26,,SPACE HEATERS,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,1,406,SPACE HEATERS
903541.875,138.6999969,20460,AVERAGE,MASONRY,49,92,Yes,SPACE HEATERS,1,RETAIL STORE (353),Rect or Slight Irreg,Yes,1,353,SPACE HEATERS
209698.7031,25.5,25821,AVERAGE,WOOD FRAME,18,93,,SPACE HEATERS,1,"MINI WAREHOUSE, HI-RISE (525)",Rect or Slight Irreg,Yes,2,525,SPACE HEATERS
499828.5938,49.90000153,21600,AVERAGE,MASONRY,58,91,,SPACE HEATERS,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,1,406,SPACE HEATERS
2244317,49.29999924,125519,AVERAGE,MASONRY,40,77,,SPACE HEATERS,2,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,2,407,SPACE HEATERS
1074350.375,154.3000031,21870,LOW/AVERAGE,MASONRY,58,63,,HOT WATER,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,No,2,407,HOT WATER
4374646,131,129000,AVERAGE/GOOD,MASONRY,23,118,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,4,344,COMPLETE HVAC
229856.4063,26.700000760000002,27000,LOW COST,WOOD FRAME,52,102,Yes,SPACE HEATERS,1,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,Yes,1,494,SPACE HEATERS
861972.875,28.299999239999998,78814,AVERAGE,MASONRY,59,64,,SPACE HEATERS,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,1,407,SPACE HEATERS
4353025,228.3000031,62370,AVERAGE/GOOD,MASONRY,8,111,Yes,COMPLETE HVAC,1,OPEN OFFICE (820),Rect or Slight Irreg,Yes,6,820,COMPLETE HVAC
817255.875,38.29999924,40800,LOW COST,MASONRY,59,90,,FORCED AIR UNIT,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,2,406,FORCED AIR UNIT
1776411.75,73.09999847,58970,AVERAGE,MASONRY,78,114,,HOT WATER,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,4,344,HOT WATER
950695.625,43.09999847,44775,AVERAGE,MASONRY,83,109,,SPACE HEATERS,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,4,406,SPACE HEATERS
12726789,183,168449,AVERAGE/GOOD,REINFORCED CONCRETE,13,13,Yes,WARMED AND COOLED AIR,1,"HOTEL, FULL SERVICE (841)",Very Irreg,Yes,9,841,WARMED AND COOLED AIR
5608600.5,244.5,66842,EXCELLENT,MASONRY,28,114,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,4,344,COMPLETE HVAC
2891605,138.6000061,75288,GOOD,MASONRY,32,109,Yes,PACKAGE UNIT,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,6,344,PACKAGE UNIT
1594422.5,54.29999924,58492,AVERAGE,REINFORCED CONCRETE,63,79,Yes,SPACE HEATERS,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,No,2,407,SPACE HEATERS
5968153.5,197.3999939,64512,AVERAGE,MASONRY,48,104,Yes,HOT WATER,1,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,Yes,2,494,HOT WATER
2502081,103.4000015,41276,AVERAGE,MASONRY,43,80,,SPACE HEATERS,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,2,406,SPACE HEATERS
1232822.875,131,24430,LOW/AVERAGE,MASONRY,58,81,,HOT WATER,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,2,406,HOT WATER
16808.90039,2.0999999049999998,27690,AVERAGE,WOOD FRAME,69,108,,SPACE HEATERS,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,3,406,SPACE HEATERS
7070998.5,439,66138,AVERAGE/GOOD,MASONRY,13,97,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,3,344,COMPLETE HVAC
928584.875,122.8000031,22580,AVERAGE,MASONRY,43,91,,SPACE HEATERS,1,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,No,1,494,SPACE HEATERS
1441445.625,106.5999985,49052,AVERAGE,REINFORCED CONCRETE,39,108,,SPACE HEATERS,1,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,Yes,3,494,SPACE HEATERS
3929371,63.29999924,144050,AVERAGE,REINFORCED CONCRETE,49,92,,SPACE HEATERS,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,7,406,SPACE HEATERS
204499.0938,22,20970,LOW/AVERAGE,WOOD FRAME,38,108,,SPACE HEATERS,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,2,406,SPACE HEATERS
5049446.5,253.5,60592,AVERAGE,REINFORCED CONCRETE,38,88,Yes,COMPLETE HVAC,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,3,406,COMPLETE HVAC
