parcelId,Building Description,Building Gross Sq Ft,Building Net Sq Ft,Building Number,Building Quality,Construction Class,Eff. Year,Elevators,Heating System,Number Of Buildings Aggregated,Percentage Complete,Predominant Use,Shape,Sprinklers,Stories,Year Built
7666201460,"Gocery/Retail/Fitness Ctr,","64,659","64,659",1,GOOD/EXCELLENT,MASONRY,2008,Yes,COMPLETE HVAC,1,100,MARKET (340),Long Rect or Irreg,Yes,1,2008
7666201665,BUILDERS HARDWARE STORE,"19,204","19,204",1,AVERAGE,WOOD FRAME,1988,,SPACE HEATERS,1,100,DISCOUNT STORE (319),Rect or Slight Irreg,No,1,1931
7666201690,RETAIL,"50,660","50,660",1,AVERAGE,MASONRY,1998,,SPACE HEATERS,1,100,DISCOUNT STORE (319),Rect or Slight Irreg,No,1,1978
7666201740,OFFICE WAREHOUSE,"59,800","59,800",1,AVERAGE,MASONRY,1982,,FORCED AIR UNIT,1,100,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,2,1937
7666201760,MIXED USE WAREHOUSE/OFFICE/LT MANUF.,"43,727","38,327",1,AVERAGE,MASONRY,1997,,SPACE HEATERS,1,100,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,4,1979
7666201770,OFFICE WAREHOUSE,"24,196","24,196",1,AVERAGE,MASONRY,1980,,HOT WATER,1,100,WAREHOUSE OFFICE (810),Rect or Slight Irreg,No,1,1931
7666201815,MFG-RETAIL,"20,671","11,383",1,AVERAGE,WOOD FRAME,1980,,FORCED AIR UNIT,1,100,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,Yes,2,1940
7666202080,"Office Building, 4 stories & U/G Parking","165,111","110,111",2,GOOD/EXCELLENT,REINFORCED CONCRETE,2000,Yes,COMPLETE HVAC,1,100,OFFICE BUILDING (344),Very Irreg,Yes,4,2000
7666202110,"Office Building, 4 Stories & U/G Parking","129,551","85,446",1,GOOD/EXCELLENT,REINFORCED CONCRETE,2000,Yes,WARMED AND COOLED AIR,1,100,OFFICE BUILDING (344),Very Irreg,Yes,4,2000
7666202133,"Office Building, 5 stories & u/g Parking","162,420","103,966",1,GOOD/EXCELLENT,REINFORCED CONCRETE,2000,Yes,COMPLETE HVAC,1,100,OFFICE BUILDING (344),Very Irreg,Yes,5,2000
7666202160,333 Elliott Building,"183,964","137,201",1,GOOD,STRUCTURAL STEEL,2008,Yes,COMPLETE HVAC,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,5,2008
7666202190,OMEROS BUILDING,"198,888","154,755",1,GOOD,REINFORCED CONCRETE,2000,Yes,COMPLETE HVAC,1,90,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,5,1927
7666202220,OFFICE BLDG,"208,210","103,771",1,GOOD,STRUCTURAL STEEL,2000,Yes,HOT & CHILLED WATER,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,5,1986
7666202225,OFFICE BUILDING,"14,520","6,070",1,AVERAGE,MASONRY,1985,Yes,WARMED AND COOLED AIR,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,2,1926
7666202240,OFFICE,"277,486","189,336",1,AVERAGE/GOOD,STRUCTURAL STEEL,1994,Yes,COMPLETE HVAC,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,7,1986
7666202292,PIER 70 - LEASEHOLD - MI  PP#26966283,"76,893","76,893",1,GOOD,WOOD FRAME,1999,Yes,PACKAGE UNIT,1,100,OFFICE BUILDING (344),Long Rect or Irreg,Yes,3,1902
7666202295,PIER 69,"187,130","187,130",1,GOOD/EXCELLENT,REINFORCED CONCRETE,1993,,FORCED AIR UNIT,1,100,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,3,1993
7666202317,EDGEWATER INN,"122,309","122,309",1,GOOD,WOOD FRAME,2000,Yes,HEAT PUMP,1,100,"HOTEL, FULL SERVICE (841)",Rect or Slight Irreg,Yes,4,1961
7666202320,CLASS A OFFICE BUILDING,"251,044","133,177",1,GOOD,STRUCTURAL STEEL,2000,Yes,COMPLETE HVAC,1,100,OFFICE BUILDING (344),Long Rect or Irreg,Yes,5,2000
7666202325,CONFERENCE CENTER,"159,228","159,228",1,GOOD/EXCELLENT,STRUCTURAL STEEL,1995,Yes,COMPLETE HVAC,1,100,GOVERNMENT COMMUNITY SERVICE BUILDING (491),Rect or Slight Irreg,Yes,3,1995
7666202345,SEATTLE WATERFRONT MARRIOTT,"254,273","254,273",1,GOOD/EXCELLENT,REINFORCED CONCRETE,2003,Yes,COMPLETE HVAC,1,100,"Hotel, Full Service (594)",Very Irreg,Yes,8,2003
7666202405,MARKET SQ OFFICE & RESTAURANT,"51,218","44,074",1,AVERAGE/GOOD,MASONRY,1986,,WARMED AND COOLED AIR,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,6,1909
7666202420,AQUARIUM,"53,365","53,365",1,EXCELLENT,WOOD FRAME,2007,Yes,SPACE HEATERS,1,100,MUSEUM (481),Rect or Slight Irreg,Yes,2,1980
7666202435,RETAIL PIER 57,"43,728","43,728",1,AVERAGE,WOOD FRAME,1990,,SPACE HEATERS,1,100,RETAIL STORE (353),Rect or Slight Irreg,No,1,1900
7666202440,PUBLIC STORAGE,"95,330","58,309",1,GOOD,REINFORCED CONCRETE,2000,Yes,FORCED AIR UNIT,1,100,"MINI WAREHOUSE, HI-RISE (525)",Rect or Slight Irreg,Yes,5,1912
7666202480,OFFICE BUILDING,"122,356","96,617",1,AVERAGE,REINFORCED CONCRETE,1986,Yes,HEAT PUMP,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,7,1910
7666202485,WAREHOUSE TRIDENT IMPORTS PIER 56,"34,455","34,455",1,AVERAGE,WOOD FRAME,1999,Yes,SPACE HEATERS,1,100,OPEN OFFICE (820),Rect or Slight Irreg,Yes,2,1900
7666202495,WAREHOUSE & IVARS ACRES OF CLAMS,"62,900","41,900",1,LOW/AVERAGE,WOOD FRAME,1984,,WARMED AND COOLED AIR,1,100,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,1,1900
7666202515,NATIONAL BLDG OFFICE,"167,860","132,869",1,AVERAGE,MASONRY,1985,Yes,STEAM,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,6,1905
7666202540,The Post at Pier 52 Apartments,"281,358","155,592",1,AVERAGE/GOOD,STRUCTURAL STEEL,2014,Yes,HEAT PUMP,1,100,APARTMENT (300),Long Rect or Irreg,Yes,16,2013
7666202545,OFFICE BUILDING,"32,160","24,000",1,AVERAGE,MASONRY,1985,Yes,STEAM WITHOUT BOILER,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,3,1906
7666202565,OFFICE BUILDING,"112,560","98,088",1,AVERAGE,REINFORCED CONCRETE,1985,Yes,STEAM WITHOUT BOILER,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,6,1910
7666202570,RENOVATED OPEN OFFICE/LOFTS WITH RETAIL,"86,229","73,619",1,GOOD,REINFORCED CONCRETE,2008,Yes,STEAM WITHOUT BOILER,1,100,OPEN OFFICE (820),Rect or Slight Irreg,No,6,1910
7666202580,OFFICE BUILDING,"56,500","40,000",1,AVERAGE/GOOD,MASONRY,1973,Yes,STEAM WITHOUT BOILER,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,4,1914
7666202690,RESIDENTIAL HOUSE,"47,836","47,836",1,AVERAGE/GOOD,WOOD FRAME,2000,,FORCED AIR UNIT,1,100,ROOMING HOUSE (551),Rect or Slight Irreg,No,3,1992
7666202725,BMW SERVICE CENTER,"203,504","203,504",1,GOOD,REINFORCED CONCRETE,2010,Yes,COMPLETE HVAC,1,100,AUTOMOTIVE CENTER (410),Very Irreg,Yes,4,2008
7666202740,BMW SHOWROOM/OFFICE,"51,856","51,856",1,EXCELLENT,MASONRY,2010,Yes,COMPLETE HVAC,1,100,AUTOMOBILE SHOWROOM (303),Very Irreg,Yes,2,2008
7666202855,WAREHOUSE,"15,536","15,536",1,LOW COST,WOOD FRAME,1950,,SPACE HEATERS,1,100,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,2,1914
7666202915,INDUSTRIAL,"20,796","20,796",1,AVERAGE,MASONRY,1979,,SPACE HEATERS,1,100,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,No,1,1949
7666202945,WAREHOUSE,"21,349","21,349",1,AVERAGE,PREFAB STEEL,1965,,NO HEAT,1,100,TRANSIT WAREHOUSE (387),Rect or Slight Irreg,Yes,1,1947
7666202991,WHSE,"38,630","38,630",1,AVERAGE,MASONRY,1959,,SPACE HEATERS,1,100,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,1,1936
7666203000,SERVICE GARAGE,"20,724","20,724",1,AVERAGE,MASONRY,1970,,SPACE HEATERS,1,100,"GARAGE, SERVICE REPAIR (528)",Rect or Slight Irreg,Yes,1,1950
7666203010,MAINT SHOP - THEIR BLDG #2,"11,274","11,274",1,AVERAGE,MASONRY,1969,,SPACE HEATERS,1,100,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,Yes,1,1966
7666203110,VEHICLE MAINTENANCE FACILITY & OFFICE,"162,157","162,157",1,EXCELLENT,REINFORCED CONCRETE,2007,Yes,HEAT PUMP,1,100,MUNICIPAL SERVICE GARAGE (527),Very Irreg,Yes,4,2005
7666203135,OFFICE,"3,597","3,597",1,LOW/AVERAGE,WOOD FRAME,1960,,FORCED AIR UNIT,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,No,1,1960
7666203180,LIGHT INDUSTRIAL,"26,669","26,669",1,AVERAGE,MASONRY,1970,,SPACE HEATERS,1,100,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,Yes,1,1955
7666203240,"OFFICE BLDG ""A""","102,075","96,814",1,AVERAGE,REINFORCED CONCRETE,1995,,WARMED AND COOLED AIR,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,4,1944
7666203245,SEATTLE AUTOMOTIVE,"41,452","41,452",1,AVERAGE,MASONRY,1960,,HOT WATER,1,100,"GARAGE, SERVICE REPAIR (528)",Rect or Slight Irreg,Yes,1,1951
7666203255,HONDA - TOYOTA AUTO DEALERSHIP,"328,775","328,775",1,AVERAGE,REINFORCED CONCRETE,2015,Yes,HEAT PUMP,1,100,"AUTO DEALERSHIP, COMPLETE (455)",Rect or Slight Irreg,Yes,4,2015
7666203295,P N W B GARAGE,"25,460","25,460",1,AVERAGE,MASONRY,1970,,HOT WATER,1,100,"GARAGE, STORAGE (326)",Rect or Slight Irreg,Yes,1,1952
7666203300,OFFICE BLDG,"112,896","110,000",1,AVERAGE,REINFORCED CONCRETE,1995,Yes,FORCED AIR UNIT,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,2,1951
7666203360,SVC GARAGE,"19,224","15,984",1,AVERAGE,MASONRY,1960,,HOT WATER,1,100,"GARAGE, SERVICE REPAIR (528)",Rect or Slight Irreg,No,1,1937
7666203380,WAREHOUSE,"20,600","20,600",1,AVERAGE,MASONRY,1960,,SPACE HEATERS,1,100,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,4,1920
7666203387,OPERATIONS BLDG,"24,640","24,640",1,AVERAGE,STRUCTURAL STEEL,2000,,COMPLETE HVAC,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,3,1991
7666203440,WAREHOUSE,"110,613","110,613",1,AVERAGE,MASONRY,1990,,SPACE HEATERS,3,100,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,1,1960
7666203450,WAREHOUSE,"3,200","3,200",1,AVERAGE,MASONRY,1969,,SPACE HEATERS,1,100,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,No,1,1949
7666203467,WAREHOUSE/office/showroom,"149,881","149,881",1,AVERAGE,MASONRY,1985,,STEAM,4,100,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,4,1951
7666203470,AUTO DEALERSHIP,"56,988","56,988",1,GOOD,STRUCTURAL STEEL,2015,,COMPLETE HVAC,1,100,"AUTO DEALERSHIP, COMPLETE (455)",Long Rect or Irreg,Yes,2,1950
7666203485,OFFICE,"3,960","3,960",1,AVERAGE,WOOD FRAME,1975,,FORCED AIR UNIT,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,1,1960
7666203489,WAREHOUSE,"66,133","66,133",1,AVERAGE,MASONRY,1985,,SPACE HEATERS,1,100,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,1,1985
7666203530,WHSE & OFFICES,"98,220","98,220",1,AVERAGE,MASONRY,1989,,SPACE HEATERS,1,100,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,3,1951
7666203538,WAREHOUSE,"84,420","84,420",1,AVERAGE,MASONRY,1979,Yes,SPACE HEATERS,1,100,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,1,1970
7666203655,THERMAL SUPPLY OFFICE&WHS,"31,365","31,365",1,LOW COST,WOOD FRAME,1975,,SPACE HEATERS,1,100,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,1,1972
7666203660,EMERALD CITY TRAPEZE ARTS,"18,986","18,986",1,AVERAGE,WOOD FRAME,1980,,FORCED AIR UNIT,1,100,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,Yes,1,1910
7666203664,BEEBE BROTHERS FACTORY,"20,520","20,520",1,LOW COST,MASONRY,1966,,NO HEAT,1,100,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,1,1966
7666203675,CF RESOURCE,"22,972","22,972",1,LOW COST,MASONRY,1950,,SPACE HEATERS,1,100,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,1,1945
7666203710,POLSON CO - OFFICE & WHSE,"24,990","24,990",1,LOW/AVERAGE,MASONRY,1965,,SPACE HEATERS,1,100,WAREHOUSE OFFICE (810),Rect or Slight Irreg,Yes,1,1953
7666203730,MULTI-TENANT WAREHOUSE - 2922 - 2930,"24,000","24,000",1,AVERAGE,MASONRY,1960,,HOT WATER,1,100,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,2,1951
7666203810,WAREHOUSE,"21,755","21,755",1,AVERAGE,MASONRY,1979,,SPACE HEATERS,1,100,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,1,1978
7666203827,URBAN AG,"27,933","27,933",1,AVERAGE,MASONRY,1979,,HEAT PUMP,1,100,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,1,1960
7666203920,OFFICE/WAREHOUSE,"24,305","24,305",1,AVERAGE,MASONRY,1990,,SPACE HEATERS,1,100,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,1,1983
7666204100,OWL TRANSFER & STORAGE,"73,335","73,335",1,AVERAGE,MASONRY,1970,,SPACE HEATERS,1,100,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,No,1,1961
7666204110,WAREHOUSE,"28,800","28,800",1,AVERAGE,MASONRY,1965,,FORCED AIR UNIT,1,100,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,1,1962
7666204125,WHSE,"40,460","40,460",1,AVERAGE,MASONRY,1969,,SPACE HEATERS,1,100,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,1,1952
7666204130,WAREHOUSE,"39,600","39,600",1,AVERAGE,MASONRY,1969,,SPACE HEATERS,1,100,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,1,1952
7666204180,Industrial Light Manufacturing,"41,248","41,248",1,AVERAGE,MASONRY,1969,,REFRIGERATED COOLING,1,100,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,Yes,1,1937
7666204200,WAREHOUSE & SALES BLDG,"36,400","36,400",1,AVERAGE,PREFAB STEEL,2009,No,SPACE HEATERS,1,100,MIXED USE RETAIL (830),Very Irreg,Yes,1,2009
7666204225,WAREHOUSE,"56,876","55,111",1,AVERAGE,MASONRY,1970,,HOT WATER,1,100,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,2,1928
7666204280,WAREHOUSE,"23,750","23,750",1,AVERAGE,MASONRY,1979,,WARMED AND COOLED AIR,1,100,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,No,1,1970
7666204300,PLATT ELEC OFF-WHSE,"43,390","43,390",1,AVERAGE,MASONRY,1979,,SPACE HEATERS,1,100,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,1,1970
7666204430,PACIFIC IRON & METAL,"61,200","61,200",1,AVERAGE,MASONRY,1955,,SPACE HEATERS,1,100,WAREHOUSE DISCOUNT STORE (458),Rect or Slight Irreg,Yes,2,1931
7666204449,RESTAURANT/ WHSE,"35,400","35,400",1,AVERAGE,MASONRY,1970,,SPACE HEATERS,1,100,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,1,1959
7666204465,WHSE WITH OFFICE,"28,144","28,144",1,AVERAGE,MASONRY,1970,,SPACE HEATERS,1,100,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,1,1966
7666204480,warehouse,"30,855","30,855",1,AVERAGE,MASONRY,1975,Yes,SPACE HEATERS,1,100,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,3,1926
7666204495,GRAYBAR ELECTRIC WHSE & OFFICE,"73,296","73,296",1,LOW/AVERAGE,MASONRY,1970,,SPACE HEATERS,1,100,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,1,1960
7666204565,WAREHOUSE,"23,792","23,792",1,AVERAGE,MASONRY,1989,,SPACE HEATERS,1,100,WAREHOUSE DISCOUNT STORE (458),Rect or Slight Irreg,Yes,1,1989
7666204590,WAREHOUSE,"111,908","111,908",1,AVERAGE,MASONRY,1989,,SPACE HEATERS,1,100,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,No,1,1987
7666204625,OFFICE BUILDING/ WHSE,"47,368","47,368",1,AVERAGE,MASONRY,2010,,HEAT PUMP,1,100,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,2,1979
7666204640,WAREHOUSE,"46,183","46,183",1,AVERAGE,MASONRY,1970,,SPACE HEATERS,1,100,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,1,1931
7666204685,Office Building,"51,025","51,025",1,AVERAGE/GOOD,MASONRY,1986,,WARMED AND COOLED AIR,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,No,2,1986
7666204745,SALVATION ARMY (WAREHOUSE),"56,160","56,160",1,AVERAGE,MASONRY,1970,,STEAM,1,100,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,No,2,1930
7666204795,OFFICE WITH WAREHOUSE SHOWROOM,"56,700","56,700",1,GOOD,REINFORCED CONCRETE,1989,,HOT WATER,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,No,3,1910
7666204800,TESLA,"83,202","83,202",1,AVERAGE,MASONRY,1970,,HOT WATER,1,100,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,No,1,1922
7666204820,OFFICE BLDG,"53,480","47,690",1,AVERAGE,MASONRY,1995,Yes,STEAM,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,5,1913
7666204876,EXHIBITION HALL & PARKING GARAGE,"793,990","793,990",1,EXCELLENT,REINFORCED CONCRETE,2005,Yes,PACKAGE UNIT,1,100,PARKING STRUCTURE (345),Very Irreg,Yes,6,1999
7666204995,Whse Retail/Office,"43,794","43,794",1,AVERAGE,MASONRY,1979,,SPACE HEATERS,1,100,WAREHOUSE DISCOUNT STORE (458),Rect or Slight Irreg,Yes,1,1975
7666205180,Service Garage w/Ofc.,"23,143","23,143",1,AVERAGE/GOOD,MASONRY,2010,,SPACE HEATERS,1,100,"GARAGE, SERVICE REPAIR (528)",Long Rect or Irreg,Yes,3,2004
7666205235,SEATTLE SCHOOL DIST. ADMIN. OFFICES,"327,983","327,983",1,AVERAGE,REINFORCED CONCRETE,1985,,HOT WATER,1,100,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,3,1955
7666205335,OFFICE WAREHOUSE,"76,442","76,442",1,AVERAGE,MASONRY,1960,Yes,HOT WATER,1,100,WAREHOUSE SHOWROOM STORE (534),Rect or Slight Irreg,Yes,2,1953
7666205408,OFFICE & WAREHOUSE,"92,792","92,792",1,AVERAGE,MASONRY,1965,,FORCED AIR UNIT,1,100,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,2,1962
7666205550,INDUSTRIAL BUILDING,"48,280","48,280",1,AVERAGE,MASONRY,1970,,SPACE HEATERS,1,100,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,Yes,1,1968
7666205580,SEATTLE TEXTILE STORAGE,"36,040","36,040",1,AVERAGE,MASONRY,1965,,WARMED AND COOLED AIR,1,100,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,No,1,1954
7666205660,CITY LIGHT,"179,161","101,221",1,AVERAGE,REINFORCED CONCRETE,1952,,ELECTRIC WALL,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,No,2,1924
7666205935,OFFICE/RETAIL,"30,960","17,080",1,LOW COST,WOOD FRAME,1970,Yes,SPACE HEATERS,1,100,OPEN OFFICE (820),Rect or Slight Irreg,Yes,1,1916
7666205945,EVENT SPACE/OPEN OFFICE/CAFE,"20,975","20,975",1,LOW/AVERAGE,WOOD FRAME,1969,,SPACE HEATERS,1,100,MIXED USE RETAIL (830),Rect or Slight Irreg,No,1,1937
7666205975,GORLICK BUILDING,"26,603","26,603",1,AVERAGE,WOOD FRAME,2000,,SPACE HEATERS,1,100,STORAGE WAREHOUSE (406),Long Rect or Irreg,Yes,1,1918
7666205990,OFFICE/WHSE BLDG,"29,394","28,116",1,AVERAGE,MASONRY,1997,,SPACE HEATERS,1,100,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,1,1992
7666206020,RETAIL/ARTIST LOFT,"33,000","20,387",1,LOW COST,WOOD FRAME,1970,,SPACE HEATERS,1,100,LOFT (338),Rect or Slight Irreg,No,3,1905
7666206025,WHSE/OFC,"20,400","20,400",1,AVERAGE,MASONRY,1980,,WARMED AND COOLED AIR,1,100,WAREHOUSE SHOWROOM STORE (534),Rect or Slight Irreg,Yes,2,1926
7666206040,RETAIL,"20,256","20,156",1,AVERAGE,MASONRY,1969,Yes,SPACE HEATERS,1,100,RETAIL STORE (353),Rect or Slight Irreg,Yes,1,1926
7666206065,MINI WHSE - 289 units,"25,821","17,243",1,AVERAGE,WOOD FRAME,2000,,SPACE HEATERS,1,100,"MINI WAREHOUSE, HI-RISE (525)",Rect or Slight Irreg,Yes,2,1925
7666206090,WAREHOUSE,"21,600","21,600",1,AVERAGE,MASONRY,1960,,SPACE HEATERS,1,100,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,1,1927
7666206115,WAREHOUSE-mix use,"125,519","125,519",1,AVERAGE,MASONRY,1978,,SPACE HEATERS,2,100,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,2,1941
7666206133,DISTRIBUTION WAREHOUSE,"21,870","21,870",1,LOW/AVERAGE,MASONRY,1960,,HOT WATER,1,100,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,No,2,1955
7666206136,OFC/BLDG-BN TRANS CTR,"20,312","20,312",1,AVERAGE,MASONRY,1988,,FORCED AIR UNIT,1,100,INDUSTRIAL FLEX BUILDINGS (453),Rect or Slight Irreg,Yes,1,1988
7666206220,OFFICE BLDG - OLD OLYMPIC COLD STORAGE,"132,296","106,496",1,AVERAGE/GOOD,MASONRY,1995,Yes,COMPLETE HVAC,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,4,1900
7666206275,WHSE,"27,000","27,000",1,LOW COST,WOOD FRAME,1966,Yes,SPACE HEATERS,1,100,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,Yes,2,1916
7666206285,WAREHOUSE,"78,814","78,814",1,AVERAGE,MASONRY,1959,,SPACE HEATERS,1,100,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,1,1954
7666206400,Restaurant/Performing Arts Center,"20,747","20,747",1,AVERAGE,MASONRY,1976,,SPACE HEATERS,1,100,"RESTAURANT, TABLE SERVICE (350)",Rect or Slight Irreg,No,2,1935
7666206440,OFFICE/RESTAURANT,"63,000","48,060",1,AVERAGE/GOOD,MASONRY,2010,Yes,COMPLETE HVAC,1,100,OPEN OFFICE (820),Rect or Slight Irreg,Yes,6,1907
7666206455,WAREHOUSE,"40,800","40,800",1,LOW COST,MASONRY,1959,,FORCED AIR UNIT,1,100,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,2,1928
7666206483,SAFECO FIELD,"1,124,000","1,124,000",1,EXCELLENT,REINFORCED CONCRETE,2005,Yes,COMPLETE HVAC,1,100,FIELD HOUSES (486),Very Irreg,Yes,3,1999
7666206631,WAREHOUSE,"20,150","20,150",1,LOW COST,MASONRY,1960,,SPACE HEATERS,1,100,"BASEMENT, UNFINISHED (703)",Rect or Slight Irreg,No,2,1920
7666206640,OFFICE - WAREHOUSE,"58,970","38,000",1,AVERAGE,MASONRY,1940,,HOT WATER,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,4,1904
7666206676,Retail/Office/Warehouse,"75,600","60,808",1,GOOD,MASONRY,1986,,THRU-WALL HEAT PUMP,1,100,MIXED USE OFFICE (840),Rect or Slight Irreg,Yes,6,1910
7666206690,WAREHOUSE,"47,000","41,612",1,AVERAGE,MASONRY,1985,Yes,SPACE HEATERS,1,100,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,4,1907
7666206700,WAREHOUSE,"44,775","33,600",1,AVERAGE,MASONRY,1935,,SPACE HEATERS,1,100,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,4,1909
7666206720,SILVER CLOUD INN,"168,449","129,181",1,AVERAGE/GOOD,REINFORCED CONCRETE,2005,Yes,WARMED AND COOLED AIR,1,100,"HOTEL, FULL SERVICE (841)",Very Irreg,Yes,9,2005
7666206830,OFFICE BUILDING,"87,885","67,051",1,GOOD,REINFORCED CONCRETE,1990,Yes,WARMED AND COOLED AIR,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,6,1910
7666206851,Ofc Bldg,"66,842","60,552",1,EXCELLENT,MASONRY,1990,Yes,COMPLETE HVAC,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,4,1904
7666206865,OFFICE/RETAIL WAREHOUSE (MIXED USE),"38,700","32,250",1,LOW COST,MASONRY,1950,Yes,ELECTRIC WALL,1,100,MIXED USE OFFICE (840),Rect or Slight Irreg,No,5,1910
7666206871,OFFICE BUILDING,"75,288","55,683",1,GOOD,MASONRY,1986,Yes,PACKAGE UNIT,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,6,1909
7666206895,OFFICE BUILDING,"204,504","185,028",1,GOOD,MASONRY,1995,Yes,WARMED AND COOLED AIR,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,7,1904
7666206900,505 FIRST AVENUE S,"443,509","285,914",1,GOOD,REINFORCED CONCRETE,2009,Yes,COMPLETE HVAC,1,100,OFFICE BUILDING (344),Very Irreg,Yes,7,2009
7666206955,WAREHOUSE,"58,492","58,492",1,AVERAGE,REINFORCED CONCRETE,1955,Yes,SPACE HEATERS,1,100,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,No,2,1939
